Ligand,Old Indexes,New Indexes,Deprotonation Type
ZELPAK,"[0, 30]","[0, 30]",No Deprotonation
DUQFED,"[7, 9]","[7, 8]",Double Deprotonation
PAJCUZ,"[5, 6]","[5, 6]",No Deprotonation
INAQOF,"[1, 6]","[1, 5]",Double Deprotonation
QOHSAJ,"[1, 7]","[1, 7]",No Deprotonation
DEFFID,"[13, 15]","[13, 15]",No Deprotonation
ETISOP,"[1, 3]","[1, 3]",Single Deprotonation
CUVROD,"[15, 38]","[15, 38]",No Deprotonation
VOTMEY,"[4, 6]",Error,Double Deprotonation
ROZVUZ,"[0, 6]","[0, 6]",No Deprotonation
KAVFES,"[5, 8]","[5, 8]",No Deprotonation
YIPLER,"[15, 16]","[15, 16]",Double Deprotonation
NIQSUC,"[0, 2]","[0, 1]",Single Deprotonation
MUGRUC,"[3, 8]","[3, 8]",No Deprotonation
APUMUV,"[0, 1]","[0, 1]",Single Deprotonation
UROTIG,"[0, 1]","[0, 1]",Single Deprotonation
CEMNOA,"[1, 11]","[1, 11]",No Deprotonation
RETLOU,"[3, 18]","[3, 18]",Single Deprotonation
FERQEY,"[18, 19]","[18, 19]",Single Deprotonation
GIPGIV,"[1, 10]","[1, 10]",No Deprotonation
GACBOC,"[0, 10]","[0, 10]",No Deprotonation
QAGKUI,"[4, 29]","[4, 29]",No Deprotonation
OKOHIH,"[2, 3]","[2, 3]",No Deprotonation
CEFTOY,"[54, 56]","[54, 55]",Single Deprotonation
KUSHUC,"[0, 2]","[0, 2]",Single Deprotonation
DIWKOK01,"[0, 1]","[0, 1]",No Deprotonation
ELAPIT,"[6, 11]","[6, 11]",No Deprotonation
FIVFIA,"[0, 4]","[0, 4]",Single Deprotonation
SEFFAL,"[0, 2]","[0, 1]",Single Deprotonation
EGUPON,"[1, 4]","[1, 3]",Single Deprotonation
NIRJEE,"[1, 5]","[1, 5]",Single Deprotonation
TAJWEK01,"[27, 28]","[27, 28]",Single Deprotonation
KUJYUL,"[55, 57]","[55, 56]",Single Deprotonation
GUMFUS,"[10, 12]","[10, 11]",Double Deprotonation
GOZQIX,"[2, 3]","[2, 3]",Single Deprotonation
XIJMIM,"[2, 3]","[2, 3]",Single Deprotonation
QULZAY,"[26, 32]","[26, 32]",No Deprotonation
JUNZAW,"[1, 17]","[1, 17]",No Deprotonation
AZEJAS,"[0, 5]","[0, 5]",Single Deprotonation
DEZHOI,"[0, 2]","[0, 1]",Double Deprotonation
BEDWEP,"[1, 2]","[1, 2]",Single Deprotonation
EVOJIJ,"[0, 1]","[0, 1]",Single Deprotonation
YUCHAG,"[0, 2]","[0, 1]",Single Deprotonation
ROKTUG,"[0, 4]","[0, 4]",No Deprotonation
DAGJOK,"[1, 7]","[1, 7]",Single Deprotonation
MUYSOP01,"[23, 24]","[23, 24]",No Deprotonation
CUTRAK,"[5, 9]","[5, 9]",Single Deprotonation
URUPED,"[39, 40]","[39, 40]",Single Deprotonation
SAVXAQ,"[3, 18]","[3, 18]",Single Deprotonation
ETYTAC,"[0, 1]","[0, 1]",Single Deprotonation
TRFBIM,"[29, 30]","[27, 28]",Double Deprotonation
IJEZEC,"[0, 20]","[0, 20]",No Deprotonation
UPIHIM,"[0, 1]","[0, 1]",Single Deprotonation
AKALIH,"[52, 55]","[52, 55]",No Deprotonation
DESKOB,"[11, 13]","[11, 13]",Double Deprotonation
YOLWUS,"[2, 3]","[2, 3]",No Deprotonation
XAQMUX,"[1, 2]","[1, 2]",Single Deprotonation
FENHAH,"[1, 6]","[1, 6]",No Deprotonation
RAHNAS,"[1, 3]","[1, 2]",Single Deprotonation
RIJDOD,"[2, 5]","[2, 5]",Single Deprotonation
TEJRIM,"[0, 3]","[0, 3]",No Deprotonation
ZARWAS,"[23, 25]","[23, 25]",No Deprotonation
LAMJIW,"[1, 5]","[1, 5]",No Deprotonation
MOFZEM,"[1, 2]","[1, 2]",Single Deprotonation
RATWEP,"[2, 4]","[2, 3]",Double Deprotonation
FORHAV,"[0, 2]","[0, 2]",No Deprotonation
VOBSUD,"[7, 8]","[7, 8]",Single Deprotonation
YIBHID,"[0, 2]","[0, 1]",Single Deprotonation
BIKFUX,"[24, 25]","[24, 25]",No Deprotonation
DIYZIU,"[0, 1]","[0, 1]",No Deprotonation
LOHLEA,"[1, 4]","[1, 4]",Single Deprotonation
QOWPIE,"[1, 2]","[1, 2]",Single Deprotonation
KICJEO,"[3, 6]","[3, 6]",Double Deprotonation
VITPAR,"[1, 2]","[1, 2]",Single Deprotonation
LUKCEB,"[0, 9]","[0, 9]",No Deprotonation
XIJMAE,"[2, 3]","[2, 3]",Single Deprotonation
OHMISX,"[2, 17]","[2, 17]",Single Deprotonation
SIZWON,"[2, 6]","[2, 6]",Single Deprotonation
BAGQUY,"[1, 4]","[1, 4]",Single Deprotonation
UFEHEV,"[4, 7]","[4, 7]",Single Deprotonation
XUPPON,"[0, 1]","[0, 1]",Single Deprotonation
GIMZIL,"[0, 4]","[0, 4]",Single Deprotonation
PEFBOT,"[0, 2]","[0, 1]",Double Deprotonation
FUMHIH,"[4, 10]","[4, 10]",No Deprotonation
VANCAQ,"[10, 12]","[10, 11]",Single Deprotonation
TERWAO,"[1, 3]","[1, 3]",No Deprotonation
MUDBEV,"[5, 7]","[5, 7]",No Deprotonation
CONLAT,"[6, 8]","[6, 7]",Double Deprotonation
CUVMUD,"[1, 2]","[1, 2]",Single Deprotonation
RENWOW,"[0, 12]","[0, 12]",Single Deprotonation
DOMTEG,"[0, 1]","[0, 1]",No Deprotonation
MARBEM01,"[7, 11]","[7, 11]",No Deprotonation
HOYFIN,"[0, 6]","[0, 5]",Double Deprotonation
CIQBAF,"[0, 1]","[0, 1]",Single Deprotonation
DUKWAK,"[9, 11]","[9, 11]",Single Deprotonation
PTERKB,"[22, 23]","[22, 23]",Single Deprotonation
IZALUQ,"[1, 5]","[1, 5]",Single Deprotonation
QISFAB,"[4, 9]","[4, 9]",No Deprotonation
COVPIN,"[9, 11]","[9, 11]",No Deprotonation
KUTWIG,"[0, 3]","[0, 3]",Single Deprotonation
DEFXAO,"[26, 27]","[26, 27]",Single Deprotonation
TUXBOD,"[2, 3]","[2, 3]",Single Deprotonation
HIPADS,"[6, 7]","[6, 7]",No Deprotonation
EGOSAV,"[3, 4]","[3, 4]",Single Deprotonation
POTVOK,"[0, 1]","[0, 1]",Single Deprotonation
HUGWEO,"[40, 42]","[40, 41]",Double Deprotonation
MURTIC,"[16, 39]","[16, 38]",Single Deprotonation
DAPJEM,"[2, 20]","[2, 19]",Single Deprotonation
BEGLAA,"[0, 32]","[0, 32]",No Deprotonation
ZOGCEG,"[1, 5]","[1, 5]",Single Deprotonation
GIMYAC,"[8, 9]","[8, 9]",No Deprotonation
QUCXMA11,"[21, 22]","[21, 22]",No Deprotonation
TUHHOT,"[3, 6]","[3, 6]",Single Deprotonation
CISPOJ,"[11, 13]","[11, 13]",Single Deprotonation
JUKVUG,"[1, 8]","[1, 8]",Double Deprotonation
IBIXOH,"[32, 34]","[32, 33]",Single Deprotonation
SAFBOQ,"[5, 10]","[5, 10]",No Deprotonation
TUGJAG,"[18, 22]","[18, 21]",Double Deprotonation
PUTFUF,"[0, 1]","[0, 1]",Double Deprotonation
LESQOQ,"[1, 3]","[1, 3]",No Deprotonation
AZADMS10,"[13, 14]","[13, 14]",No Deprotonation
FAVMEU,"[3, 5]","[3, 4]",Double Deprotonation
JAMLIS,"[3, 5]","[3, 5]",Double Deprotonation
WOMHUD,"[4, 6]","[4, 5]",Double Deprotonation
KESNOM,"[28, 30]","[28, 30]",No Deprotonation
SURGAO,"[0, 1]","[0, 1]",Single Deprotonation
NIJSOP,"[3, 5]","[3, 5]",Single Deprotonation
LEGPEU,"[0, 29]","[0, 28]",Single Deprotonation
DELZAW,"[10, 11]","[10, 11]",No Deprotonation
GUMLIM,"[2, 5]","[2, 5]",Single Deprotonation
TOKQUF,"[5, 6]","[5, 6]",No Deprotonation
ZEPZAX,"[0, 2]","[0, 1]",Single Deprotonation
EGAREM,"[3, 4]","[3, 4]",No Deprotonation
HIJVOO,"[1, 3]","[1, 3]",Single Deprotonation
WOCGOK01,"[1, 2]","[1, 2]",No Deprotonation
ZERHOT,"[1, 16]","[1, 16]",No Deprotonation
MORXUP,"[8, 12]","[8, 12]",No Deprotonation
LAJVUP,"[2, 7]","[2, 7]",No Deprotonation
XIPWEA,"[0, 3]","[0, 3]",No Deprotonation
YUXCOK,"[6, 11]","[6, 10]",Double Deprotonation
DABWAH,"[3, 5]","[3, 5]",No Deprotonation
KOPHOM,"[12, 15]","[12, 15]",Single Deprotonation
ADOGEG01,"[8, 9]","[7, 8]",Single Deprotonation
VUFTUL,"[6, 7]","[6, 7]",No Deprotonation
DACHEU01,"[11, 12]","[11, 12]",Double Deprotonation
LAWBAN,"[2, 7]","[2, 6]",Single Deprotonation
DIBLAE,"[16, 18]","[16, 18]",Single Deprotonation
YIYLAW,"[0, 1]","[0, 1]",Single Deprotonation
VACQIA,"[0, 2]","[0, 2]",Single Deprotonation
NERROU,"[0, 3]","[0, 3]",Single Deprotonation
PIMBEU,"[4, 8]","[4, 7]",Single Deprotonation
REZMIS,"[3, 4]","[3, 4]",No Deprotonation
BIOTNC,"[10, 11]","[10, 11]",Single Deprotonation
VIBCAM,"[23, 26]","[23, 26]",No Deprotonation
LESNUU,"[3, 5]","[3, 5]",Double Deprotonation
RICDAJ01,"[3, 5]","[1, 3]",Double Deprotonation
YELLEG,"[0, 2]","[0, 2]",Single Deprotonation
SUMHUG,"[1, 4]","[1, 4]",Single Deprotonation
FOPQIM,"[0, 6]","[0, 5]",Double Deprotonation
KIKPUP,"[19, 20]","[19, 20]",No Deprotonation
IQATUR,"[6, 8]","[6, 7]",Double Deprotonation
NABJUY,"[4, 11]","[4, 10]",Double Deprotonation
FELFAG,"[2, 3]","[2, 3]",No Deprotonation
EBEZOA,"[2, 3]","[2, 3]",Double Deprotonation
DUBHUF,"[33, 34]","[33, 34]",No Deprotonation
CYTIAC,"[24, 25]","[23, 24]",Single Deprotonation
TUDNOX,"[8, 10]","[7, 9]",Single Deprotonation
MHPOAT,"[12, 13]","[12, 13]",Double Deprotonation
TAMLID,"[17, 40]","[17, 39]",Single Deprotonation
MEHQUM,"[3, 4]","[3, 4]",Single Deprotonation
GICPAJ,"[22, 23]","[22, 23]",Single Deprotonation
XOZRAI,"[13, 25]","[13, 25]",No Deprotonation
MEDOUR,"[2, 3]","[2, 3]",Single Deprotonation
SIQTIX,"[2, 4]","[2, 4]",Single Deprotonation
EJULOM,"[0, 2]","[0, 1]",Single Deprotonation
WIBNUT,"[4, 9]","[4, 8]",Single Deprotonation
ZAQQUG,"[28, 48]","[28, 48]",Single Deprotonation
RUSHUL,"[3, 9]","[3, 8]",Double Deprotonation
UQEKIL,"[28, 29]","[27, 28]",Single Deprotonation
AGOLOY,"[7, 9]","[7, 8]",Double Deprotonation
SICNOJ,"[10, 16]","[10, 16]",Single Deprotonation
OKOPUA,"[1, 3]","[1, 2]",Double Deprotonation
ULEWIR,"[7, 14]","[7, 13]",Single Deprotonation
UNURIF,"[33, 34]","[33, 34]",No Deprotonation
GIFGEK,"[3, 7]","[3, 7]",Single Deprotonation
NERQUX,"[2, 10]","[2, 10]",Single Deprotonation
XAZKOA,"[1, 3]","[1, 3]",No Deprotonation
AFISIS,"[29, 32]","[29, 31]",Single Deprotonation
TUWVOW,"[13, 23]","[13, 22]",Double Deprotonation
LIZBUR01,"[0, 11]","[0, 10]",Single Deprotonation
APEJEM,"[0, 1]","[0, 1]",Single Deprotonation
XOPFEQ,"[3, 5]","[3, 4]",Double Deprotonation
AHIDIT,"[18, 19]","[16, 17]",Double Deprotonation
GLUGLY,"[2, 3]","[2, 3]",Single Deprotonation
NICCEH,"[24, 28]","[24, 28]",No Deprotonation
GAKZOI,"[1, 3]","[1, 2]",Single Deprotonation
YAXDUY,"[21, 22]","[21, 22]",No Deprotonation
DAKCIC,"[3, 7]","[3, 7]",No Deprotonation
SULHIT,"[2, 5]","[2, 4]",Single Deprotonation
DALXAQ,"[0, 18]","[0, 17]",Single Deprotonation
IHECIH,"[9, 10]","[9, 10]",Single Deprotonation
LIVSAL01,"[4, 7]","[4, 7]",No Deprotonation
REFFIS,"[12, 14]","[12, 13]",Single Deprotonation
XETVUO,"[16, 25]","[16, 24]",Single Deprotonation
IHUKAY,"[31, 32]","[31, 32]",Single Deprotonation
QOHSOX,"[24, 26]","[24, 25]",Single Deprotonation
RIJDIX,"[3, 4]","[3, 4]",Single Deprotonation
QINCEY,"[1, 5]","[1, 5]",Single Deprotonation
XOPYOS,"[3, 10]","[3, 10]",Single Deprotonation
TOYFUI,"[20, 25]","[20, 24]",Double Deprotonation
GOVJIK,"[22, 23]","[22, 23]",Single Deprotonation
XINBOM,"[0, 2]","[0, 2]",No Deprotonation
BAVQIB,"[3, 5]","[3, 4]",Double Deprotonation
YONLES,"[1, 2]","[1, 2]",Double Deprotonation
BIJCEE,"[0, 1]","[0, 1]",Single Deprotonation
TMSADS10,"[12, 17]","[12, 17]",Single Deprotonation
VOMSOF,"[23, 25]","[23, 25]",No Deprotonation
DAFPUX,"[46, 48]","[46, 47]",Single Deprotonation
BUWQER,"[0, 1]","[0, 1]",Double Deprotonation
MIHNOI,"[3, 4]","[3, 4]",No Deprotonation
HPMSAH,"[13, 14]","[13, 14]",Double Deprotonation
WEDXOV,"[1, 4]","[1, 3]",Single Deprotonation
SONYUP,"[0, 5]","[0, 5]",Single Deprotonation
KABJUU,"[0, 2]","[0, 2]",Single Deprotonation
FOYNOX,"[1, 4]","[1, 4]",Single Deprotonation
XEPGAC,"[67, 69]","[67, 68]",Double Deprotonation
CEKXAR,"[22, 24]","[22, 24]",Single Deprotonation
JUZVAE,"[1, 4]","[1, 4]",Single Deprotonation
XUTKEC,"[2, 3]","[2, 3]",Single Deprotonation
YAHMAX,"[4, 6]","[4, 6]",Single Deprotonation
WOSWOS,"[0, 3]","[0, 3]",Single Deprotonation
JAWXOV,"[0, 17]","[0, 16]",Single Deprotonation
WALBAQ,"[2, 4]","[2, 4]",No Deprotonation
SUWHAT,"[0, 2]","[0, 2]",Single Deprotonation
LOCQUS,"[0, 1]","[0, 1]",Single Deprotonation
NESTUB,"[0, 1]","[0, 1]",Single Deprotonation
NUDYIV,"[32, 33]","[32, 33]",No Deprotonation
WOHKIQ,"[2, 3]","[2, 3]",Single Deprotonation
YEYLUK,"[0, 2]","[0, 1]",Double Deprotonation
FOCZAZ,"[0, 17]","[0, 17]",No Deprotonation
KECKUB,"[13, 26]","[13, 26]",No Deprotonation
MEFSIA,"[0, 4]","[0, 4]",No Deprotonation
GAWCUD,"[47, 48]","[47, 48]",No Deprotonation
QESGIH,"[1, 2]","[1, 2]",No Deprotonation
NASREE,"[0, 1]","[0, 1]",Single Deprotonation
WOKPAO,"[29, 30]","[29, 30]",No Deprotonation
CUXFEJ,"[0, 1]","[0, 1]",Single Deprotonation
OVOLES,"[0, 1]","[0, 1]",Single Deprotonation
MEWQAI,"[0, 3]","[0, 3]",No Deprotonation
MIRNAF,"[4, 5]","[4, 5]",Single Deprotonation
UPATEM,"[1, 4]","[1, 4]",Single Deprotonation
VAZYUS,"[6, 7]","[6, 7]",No Deprotonation
RINLAB,"[2, 3]","[2, 3]",Single Deprotonation
IWUQUO,"[0, 1]","[0, 1]",Single Deprotonation
DCPENS,"[21, 22]","[21, 22]",Single Deprotonation
ALUNOL,"[1, 9]","[1, 9]",Single Deprotonation
CEBZIU,"[13, 24]","[13, 24]",Single Deprotonation
POHZUJ,"[6, 9]","[6, 8]",Single Deprotonation
DOHHOX,"[0, 3]","[0, 3]",No Deprotonation
TAHZAE,"[4, 21]","[4, 21]",No Deprotonation
EFABIX,"[1, 2]","[1, 2]",Single Deprotonation
EZOBEC,"[0, 2]","[0, 1]",Double Deprotonation
WOMWAY,"[1, 14]","[1, 14]",Single Deprotonation
IFUVUB,"[2, 9]","[2, 9]",Single Deprotonation
MALEHY10,"[0, 2]","[0, 2]",Single Deprotonation
HIYHII,"[10, 11]","[10, 11]",Single Deprotonation
QIBVUT,"[0, 4]","[0, 4]",No Deprotonation
VACSEY,"[18, 20]","[18, 19]",Single Deprotonation
IKAXAW,"[0, 16]","[0, 16]",No Deprotonation
DXXTEC,"[22, 23]","[22, 23]",No Deprotonation
MRUBFN,"[5, 8]","[5, 8]",Single Deprotonation
SUFXID,"[2, 6]","[2, 5]",Double Deprotonation
HURYUP,"[2, 3]","[2, 3]",Single Deprotonation
OJEJES,"[7, 10]","[7, 10]",No Deprotonation
TUKLUJ,"[0, 33]","[0, 32]",Single Deprotonation
GEJPUH,"[2, 4]","[2, 3]",Double Deprotonation
DEHCIF,"[0, 3]","[0, 3]",Single Deprotonation
FUSPUE,"[0, 1]","[0, 1]",No Deprotonation
YORFIW,"[1, 4]","[1, 3]",Single Deprotonation
UMEZAP,"[5, 6]","[5, 6]",No Deprotonation
HOFNAR01,"[3, 6]","[3, 6]",Single Deprotonation
OHDLST,"[20, 21]","[20, 21]",Double Deprotonation
KOHZAJ,"[39, 41]","[39, 41]",No Deprotonation
KALLIV,"[1, 4]","[1, 3]",Single Deprotonation
YOPPUO,"[0, 1]","[0, 1]",Single Deprotonation
MUJFIG,"[11, 17]","[11, 17]",No Deprotonation
LUMQUF,"[0, 2]","[0, 2]",Single Deprotonation
MANRAX,"[1, 2]","[1, 2]",Single Deprotonation
EVIREI,"[0, 7]","[0, 7]",Single Deprotonation
WARXES,"[2, 5]","[2, 5]",Single Deprotonation
QALBOU,"[0, 1]","[0, 1]",Single Deprotonation
ZESQOF,"[19, 31]","[19, 31]",Single Deprotonation
EFUQIH,"[19, 20]","[19, 20]",No Deprotonation
CABARB10,"[19, 21]","[18, 20]",Single Deprotonation
OFEKER,"[0, 2]","[0, 1]",Double Deprotonation
JAWVAE,"[8, 11]","[8, 11]",No Deprotonation
KECCAZ,"[7, 30]","[7, 30]",Single Deprotonation
QEDWEE,"[24, 27]","[24, 27]",No Deprotonation
TEVDOQ,"[0, 21]","[0, 21]",No Deprotonation
IGUNIJ,"[2, 3]","[2, 3]",Single Deprotonation
WOMHUE,"[6, 9]","[6, 9]",Single Deprotonation
UPENEJ,"[0, 2]","[0, 1]",Single Deprotonation
ZATYEY,"[0, 3]","[0, 3]",No Deprotonation
KEDDAY01,"[1, 2]","[1, 2]",Single Deprotonation
VETPEQ,"[0, 2]","[0, 2]",No Deprotonation
PAWROU,"[2, 37]","[2, 37]",No Deprotonation
IQENAT,"[35, 37]","[35, 36]",Single Deprotonation
BOJDUA,"[56, 58]","[56, 57]",Single Deprotonation
IGAKOR,"[1, 13]","[1, 13]",Single Deprotonation
NIXXOK,"[5, 6]","[5, 6]",Single Deprotonation
CIBCAR,"[0, 3]","[0, 2]",Single Deprotonation
SODRUA,"[16, 19]","[16, 19]",No Deprotonation
FILGOY,"[4, 5]","[4, 5]",Single Deprotonation
HEGREQ,"[1, 3]","[1, 2]",Double Deprotonation
MOWBUX,"[2, 6]","[2, 6]",No Deprotonation
LAXQUZ,"[2, 7]","[2, 6]",Single Deprotonation
UJULOA,"[1, 4]","[1, 3]",Double Deprotonation
ZOKXAA,"[0, 6]","[0, 5]",Single Deprotonation
QUYJAW,"[0, 4]","[0, 4]",No Deprotonation
SUKPIA,"[22, 23]","[22, 23]",No Deprotonation
WUMYAG,"[35, 36]","[35, 36]",No Deprotonation
BABTUW,"[1, 4]","[1, 4]",No Deprotonation
SAKGIV,"[2, 4]","[2, 3]",Double Deprotonation
ACENEC,"[1, 4]","[1, 3]",Single Deprotonation
KUSZOO,"[1, 2]","[1, 2]",Single Deprotonation
FIPLAU,"[2, 6]","[2, 6]",No Deprotonation
BOTXUE,"[1, 2]","[1, 2]",Single Deprotonation
UNALEB,"[7, 11]","[7, 11]",No Deprotonation
UBUPEM,"[0, 1]","[0, 1]",Single Deprotonation
VUHMAM,"[0, 1]","[0, 1]",No Deprotonation
VENXIV,"[4, 7]","[4, 7]",Single Deprotonation
XEMRAJ,"[2, 44]","[2, 43]",Single Deprotonation
RUJKIT,"[0, 2]","[0, 2]",No Deprotonation
KOKDIY,"[2, 24]","[2, 23]",Single Deprotonation
QILHOI,"[3, 4]","[3, 4]",Single Deprotonation
AMIMCA,"[2, 7]","[2, 7]",Single Deprotonation
MOQMIP,"[35, 37]","[35, 36]",Double Deprotonation
IGAHII,"[12, 14]","[12, 13]",Single Deprotonation
PEFRAU,"[15, 17]","[15, 16]",Single Deprotonation
VOBMEG,"[0, 3]","[0, 3]",Single Deprotonation
HAHHED01,"[5, 7]","[5, 6]",Double Deprotonation
CIVRUV01,"[0, 7]","[0, 7]",Single Deprotonation
JUYVIL,"[2, 3]","[2, 3]",Single Deprotonation
OGOZOC,"[2, 26]","[2, 26]",Single Deprotonation
JULREN,"[5, 10]","[5, 10]",Single Deprotonation
WETVIA,"[1, 2]","[1, 2]",Single Deprotonation
GUWBOP,"[10, 30]","[10, 29]",Single Deprotonation
KUTHEN,"[0, 16]","[0, 16]",Single Deprotonation
KINSIL04,"[0, 3]","[0, 3]",Single Deprotonation
MPYDCX,"[0, 8]","[0, 8]",No Deprotonation
YEXGUG,"[2, 3]","[2, 3]",No Deprotonation
GACJAZ,"[0, 5]","[0, 4]",Double Deprotonation
HUZDOV,"[1, 2]","[1, 2]",Single Deprotonation
QOBYEO,"[35, 36]","[35, 36]",No Deprotonation
FIVVOX,"[8, 11]","[8, 10]",Double Deprotonation
BEQYII,"[1, 4]","[1, 4]",Single Deprotonation
RAKYOS,"[4, 28]","[4, 27]",Single Deprotonation
SUYWOA,"[24, 25]","[24, 25]",No Deprotonation
PIDBEM,"[33, 35]","[33, 35]",No Deprotonation
BICSAI,"[2, 6]","[2, 6]",No Deprotonation
NIZJUC,"[3, 4]","[3, 4]",Single Deprotonation
AFEQIN,"[7, 8]","[7, 8]",Single Deprotonation
EHUPAZ,"[0, 1]","[0, 1]",Single Deprotonation
UMOGUY,"[2, 5]","[2, 5]",Single Deprotonation
AFIYOF,"[16, 21]","[16, 21]",No Deprotonation
XULHOD,"[1, 3]","[1, 2]",Single Deprotonation
DEMXTC20,"[22, 49]","[21, 48]",Single Deprotonation
QACWEZ,"[3, 4]","[3, 4]",Single Deprotonation
UREJIL01,"[4, 5]","[4, 5]",No Deprotonation
ADANIF,"[3, 5]","[3, 5]",Single Deprotonation
BIMFEI,"[14, 16]","[14, 16]",Double Deprotonation
PAFBED,"[1, 2]","[1, 2]",Single Deprotonation
GOHHIV,"[0, 27]","[0, 27]",Single Deprotonation
PAVDOH,"[1, 5]","[1, 5]",No Deprotonation
JASYOR,"[1, 3]","[1, 3]",Single Deprotonation
QARSIO,"[37, 42]","[37, 42]",No Deprotonation
KUYVAB,"[1, 4]","[1, 4]",Single Deprotonation
HOHXUZ,"[5, 9]","[5, 9]",No Deprotonation
XELSIT,"[31, 34]","[31, 34]",No Deprotonation
PAQQUT,"[0, 4]","[0, 4]",Double Deprotonation
JAKXUR,"[16, 18]",Error,Double Deprotonation
DIGPUF,"[0, 2]","[0, 1]",Double Deprotonation
QOPXOI,"[0, 1]","[0, 1]",Single Deprotonation
ZAKTIO,"[4, 10]","[4, 10]",No Deprotonation
ZEZJUJ,"[0, 15]","[0, 15]",Double Deprotonation
VIQCIK,"[0, 1]","[0, 1]",Single Deprotonation
DAJJOP,"[52, 54]","[52, 53]",Single Deprotonation
SALXIO,"[0, 1]","[0, 1]",Single Deprotonation
LAQTED,"[4, 5]","[4, 5]",Single Deprotonation
NADMIO,"[3, 4]","[3, 4]",Single Deprotonation
AMALEH,"[2, 4]","[2, 3]",Double Deprotonation
XUQPOQ,"[5, 11]","[5, 10]",Single Deprotonation
YESCOP,"[0, 9]","[0, 8]",Double Deprotonation
NESDOH,"[4, 7]","[4, 6]",Double Deprotonation
OQOWOH,"[3, 5]","[3, 5]",No Deprotonation
PINCOH,"[0, 2]","[0, 1]",Double Deprotonation
HIHHIP,"[21, 22]","[21, 22]",Double Deprotonation
NUVXAE,"[11, 17]","[11, 17]",No Deprotonation
JUMHEH,"[2, 4]","[2, 3]",Single Deprotonation
BANCEY,"[19, 22]","[17, 20]",Double Deprotonation
KOGWOV,"[1, 4]","[1, 3]",Single Deprotonation
QIKMOM,"[1, 20]","[1, 20]",Single Deprotonation
GELHIQ,"[0, 3]","[0, 3]",Single Deprotonation
BIMGUZ10,"[17, 18]","[17, 18]",Double Deprotonation
NACNAI,"[1, 2]","[1, 2]",Single Deprotonation
BEJHOO,"[4, 6]","[4, 6]",Single Deprotonation
QOMVAS,"[0, 1]","[0, 1]",Single Deprotonation
WAHNIG,"[9, 21]","[9, 21]",No Deprotonation
IXUDIO,"[26, 27]","[26, 27]",Single Deprotonation
QADMUF,"[1, 22]","[1, 22]",No Deprotonation
NATTEK,"[2, 4]","[2, 4]",No Deprotonation
BIFBOH,"[3, 6]","[3, 6]",Double Deprotonation
RISCAA,"[14, 23]","[13, 22]",Single Deprotonation
ITINEE,"[12, 15]","[12, 15]",No Deprotonation
BOHPET,"[0, 5]","[0, 5]",Single Deprotonation
NAMVEC,"[17, 18]","[17, 18]",Single Deprotonation
KUKXAR,"[75, 77]","[75, 76]",Single Deprotonation
HUHTOT,"[0, 2]","[0, 1]",Single Deprotonation
IKAGUY,"[0, 4]","[0, 4]",No Deprotonation
EMOCOZ,"[39, 42]","[39, 42]",Single Deprotonation
CIDSOX,"[4, 5]","[4, 5]",No Deprotonation
KOGWOT,"[0, 1]","[0, 1]",Single Deprotonation
SENZER,"[1, 5]","[1, 5]",Single Deprotonation
RIZVUR,"[0, 2]","[0, 2]",Single Deprotonation
XOXQAD,"[0, 14]","[0, 14]",Single Deprotonation
UNOJEM,"[0, 5]","[0, 5]",Single Deprotonation
XUPHEV,"[3, 5]","[3, 4]",Single Deprotonation
OTEBIZ,"[1, 4]","[1, 4]",Single Deprotonation
KAHSIX,"[0, 7]","[0, 7]",Single Deprotonation
BOFHOT,"[0, 2]","[0, 2]",No Deprotonation
RADHEM,"[37, 39]","[37, 39]",No Deprotonation
ANONIC,"[29, 35]","[29, 35]",Single Deprotonation
XANXOB,"[0, 1]","[0, 1]",No Deprotonation
QUHZIF,"[4, 5]","[4, 5]",Single Deprotonation
ZOWJIE,"[1, 3]","[1, 3]",No Deprotonation
BOYMUX,"[2, 3]","[2, 3]",Single Deprotonation
OPEZAM,"[2, 8]","[2, 7]",Single Deprotonation
EKECOM04,"[0, 2]","[0, 1]",Single Deprotonation
PUKQAO,"[30, 31]","[30, 31]",No Deprotonation
HUFSOS,"[2, 4]","[2, 3]",Single Deprotonation
FUGTOQ01,"[4, 6]","[4, 5]",Single Deprotonation
VESSAQ,"[14, 15]","[14, 15]",No Deprotonation
IKIFUG,"[2, 3]","[2, 3]",Single Deprotonation
FUDJUK,"[5, 6]","[5, 6]",Single Deprotonation
WAMTEJ,"[1, 2]","[1, 2]",Double Deprotonation
LIPFIB,"[8, 13]","[8, 13]",Single Deprotonation
FEFJUX,"[42, 44]","[42, 43]",Single Deprotonation
SIQXUM,"[0, 1]","[0, 1]",Single Deprotonation
LILVAG,"[21, 23]","[21, 23]",Single Deprotonation
QAYVUK,"[4, 6]","[4, 5]",Double Deprotonation
LONLUW,"[2, 4]","[2, 4]",No Deprotonation
RASTUD,"[4, 13]","[4, 13]",No Deprotonation
CAKMIN,"[3, 7]","[3, 7]",No Deprotonation
IFAGUR,"[0, 1]","[0, 1]",Single Deprotonation
IFETAO,"[0, 4]","[0, 3]",Single Deprotonation
DIQCEN,"[2, 14]","[2, 14]",No Deprotonation
XAQYOF,"[4, 8]","[4, 8]",Single Deprotonation
ULEDOG,"[0, 1]","[0, 1]",Single Deprotonation
