Ligand,Starting materials (CuLI) / kcal/mol,Ligand Exchange (CuLpip) / kcal/mol,Relative Energy (TSOA) / kcal/mol,Relative Energy (TSSig) / kcal/mol,Products (CuLI) / kcal/mol,Activation Energy (TSOA) / kcal/mol,TSSig Activation Energy (TSSig) / kcal/mol,Starting material (CuLI),Ligand Exchange (CuLpip),Transition State 1 (TSOA)
PAZDID,0,-10.6,18.1,11.8,-63,28.7,22.4,Minimum,Minimum,Correct TS
PCEICO,0,-8.3,0.6,6.3,-63,8.9,14.6,Minimum,Minimum,Correct TS
PDHTEZ,0,-4.8,19.4,12.5,-63,24.2,17.3,Minimum,Minimum,Correct TS
PEBBII,0,5.8,10.4,13.1,-63,10.4,13.1,Minimum,Minimum,Correct TS
PEBWOI,0,-19.4,3.9,6.6,-63,23.3,26,Minimum,Minimum,Correct TS
PECWIF,0,-4.8,18.4,13,-63,23.2,17.9,Minimum,Minimum,Correct TS
PEDERL,0,-29.9,4.6,-1.3,-63,34.5,28.6,Minimum,Minimum,Correct TS
PEFGUF,0,-11.1,0.6,6.6,-63,11.7,17.7,Minimum,Minimum,Correct TS
PEJYEJ,0,-6.4,12,12.7,-63,18.4,19.1,Minimum,Minimum,Correct TS
PEKTAC,0,-4.4,15.8,11.9,-63,20.3,16.3,Minimum,Minimum,Correct TS
PEKZUC,0,-5.1,13.2,13.7,-63,18.4,18.8,Minimum,Minimum,Correct TS
PELPED,0,-5.4,19.3,13.8,-63,24.8,19.2,Minimum,Minimum,Correct TS
PEMJEX,0,-3.9,17.7,13.5,-63,21.6,17.4,Minimum,Minimum,Correct TS
PEMMEZ,0,-15.7,2.4,-2.1,-63,18.1,13.6,Minimum,Minimum,Correct TS
PEPDIA,0,-17.9,-1.8,-0.7,-63,16.1,17.2,Minimum,Minimum,Correct TS
PESGIG,0,-11.1,14.7,9,-63,25.7,20,Minimum,Minimum,Correct TS
PETNIO,0,-4.2,13.1,12.9,-63,17.2,17,Minimum,Minimum,Correct TS
PETREM,0,-7.9,6.3,8.9,-63,14.2,16.9,Minimum,Minimum,Correct TS
PEVJEG,0,-8.8,10.5,8.8,-63,19.4,17.6,Minimum,Minimum,Correct TS
PEVXAS,0,-0.9,23.1,14.5,-63,24,15.4,Minimum,Minimum,Correct TS
PEWNIQ,0,-5.4,18.1,9.9,-63,23.4,15.3,Minimum,Minimum,Correct TS
PEWNOW,0,-9.1,15.3,9.2,-63,24.4,18.3,Minimum,Minimum,Correct TS
PEWNUC,0,-7,15.5,10.5,-63,22.4,17.5,Minimum,Minimum,Correct TS
PEWVEV,0,-6.4,15.8,14.3,-63,22.2,20.7,Minimum,Minimum,Correct TS
PEYQEQ,0,-1.7,20.3,13.1,-63,22,14.8,Minimum,Minimum,Correct TS
PEZDEE,0,-9,10,8.3,-63,19,17.3,Minimum,Minimum,Correct TS
PEZPIV,0,-10.1,8.3,9.2,-63,18.4,19.3,Minimum,Minimum,Correct TS
PHCPDB,0,-5.2,23,7.1,-63,28.2,12.3,Minimum,Minimum,Correct TS
PHHPRD,0,-7.2,-3,12.5,-63,4.2,19.7,Minimum,Minimum,Correct TS
PICQAV,0,-14.8,6.4,7.6,-63,21.1,22.4,Minimum,Minimum,Correct TS
PIDMEU,0,-5.4,15.9,18.9,-63,21.3,24.3,Minimum,Minimum,Correct TS
PIDXOQ,0,-16.2,8.2,9.4,-63,24.5,25.6,Minimum,Minimum,Correct TS
PIFZAG01,0,-6.6,8.1,10,-63,14.7,16.6,Minimum,Minimum,Correct TS
PIGROM01,0,-0.8,17.2,12.9,-63,18,13.6,Minimum,Minimum,Correct TS
PILCUK,0,-5.5,11.7,10.7,-63,17.2,16.3,Minimum,Minimum,Correct TS
PILFIA,0,-7.4,8.2,9.5,-63,15.6,16.9,Minimum,Minimum,Correct TS
PILVIS,0,-5.1,19.2,13.7,-63,24.3,18.8,Minimum,Minimum,Correct TS
PILYAM,0,-4.5,16.6,14.4,-63,21.1,18.9,Minimum,Minimum,Correct TS
PILYEQ,0,-2.6,18.3,15.1,-63,20.8,17.7,Minimum,Minimum,Correct TS
PINSEM,0,-5.3,8.7,7.8,-63,14,13.1,Minimum,Minimum,Correct TS
PINWEO,0,-14.6,0.8,4.4,-63,15.4,19,Minimum,Minimum,Correct TS
PIRWIZ,0,-1.7,18,12.5,-63,19.7,14.2,Minimum,Minimum,Correct TS
PIVDOO,0,-10.6,10.8,10.4,-63,21.4,21,Minimum,Minimum,Correct TS
PIZBUX,0,12.7,16.7,13.2,-63,16.7,13.2,Minimum,Minimum,Correct TS
PIZSOJ,0,-2.8,8.1,10.2,-63,10.9,13.1,Minimum,Minimum,Correct TS
POCGOF,0,-4.8,14.8,11.2,-63,19.6,16,Minimum,Minimum,Correct TS
POCLIE,0,-7.2,7.9,10.7,-63,15.1,17.9,Minimum,Minimum,Correct TS
POCPAG,0,-6.1,21.4,13.1,-63,27.5,19.2,Minimum,Minimum,Correct TS
PODFIZ,0,-8.4,-0.8,5.3,-63,7.6,13.7,Minimum,Minimum,Correct TS
POFBIV01,0,-8.1,11.2,10.2,-63,19.3,18.3,Minimum,Minimum,Correct TS
POFLUS,0,-7.4,13,9.9,-63,20.4,17.2,Minimum,Minimum,Correct TS
POFQAE,0,-3.3,18.6,12.3,-63,21.9,15.6,Minimum,Minimum,Correct TS
POJBAT,0,-6.4,12.1,11.3,-63,18.5,17.7,Minimum,Minimum,Correct TS
POJTIT,0,-10.4,4.4,9.4,-63,14.8,19.8,Minimum,Minimum,Correct TS
POJTOZ,0,-8.9,5.5,10,-63,14.3,18.9,Minimum,Minimum,Correct TS
POJWOB,0,-3.9,17.7,13.1,-63,21.7,17.1,Minimum,Minimum,Correct TS
POJXAO,0,-4.2,18,14.9,-63,22.3,19.1,Minimum,Minimum,Correct TS
POJXIW,0,-5.3,16.8,13.4,-63,22.1,18.7,Minimum,Minimum,Correct TS
POLJAD,0,-7.5,8.1,9,-63,15.6,16.6,Minimum,Minimum,Correct TS
POMNIQ,0,-1.1,28.5,14.5,-63,29.6,15.6,Minimum,Minimum,Correct TS
POMTUI,0,-2.2,16.3,14.6,-63,18.5,16.8,Minimum,Minimum,Correct TS
POMXOF,0,-17.9,-4.6,5.9,-63,13.4,23.8,Minimum,Minimum,Correct TS
POMYIA,0,-5.3,17.5,11.3,-63,22.8,16.6,Minimum,Minimum,Correct TS
POPJAH,0,-11.5,13.5,11.7,-63,25.1,23.3,Minimum,Minimum,Correct TS
POPJEK,0,-12.4,13.8,8.6,-63,26.2,20.9,Minimum,Minimum,Correct TS
PORMUG,0,-6.9,11.9,9.7,-63,18.8,16.6,Minimum,Minimum,Correct TS
PORWEZ,0,-7.6,10.4,9.5,-63,18,17.1,Minimum,Minimum,Correct TS
POVBAD,0,-9,13.5,12.7,-63,22.5,21.7,Minimum,Minimum,Correct TS
POVFUD,0,-8.8,10.1,8.7,-63,18.9,17.5,Minimum,Minimum,Correct TS
POVKAO,0,-8.1,16.1,11.4,-63,24.2,19.4,Minimum,Minimum,Correct TS
POVLET,0,-6.9,10.8,8.3,-63,17.7,15.1,Minimum,Minimum,Correct TS
POWXAD,0,-7.8,18.2,12.8,-63,26,20.6,Minimum,Minimum,Correct TS
POXLAR,0,-13.4,3.5,7.3,-63,16.9,20.7,Minimum,Minimum,Correct TS
POXPEX,0,-12.2,18.1,12.7,-63,30.3,24.8,Minimum,Minimum,Correct TS
POXTUS,0,-3.7,15.9,12.1,-63,19.6,15.8,Minimum,Minimum,Correct TS
POXVAA,0,-4.6,17.9,19.8,-63,22.4,24.4,Minimum,Minimum,Correct TS
POXZOS,0,-6,13.9,12,-63,19.9,18,Minimum,Minimum,Correct TS
PPIMTZ,0,-7.4,8.9,12.6,-63,16.3,19.9,Minimum,Minimum,Correct TS
PUBLUU,0,-0.1,12.9,12.6,-63,13,12.6,Minimum,Minimum,Correct TS
PUBTEN,0,-8.3,10.8,11.4,-63,19.1,19.7,Minimum,Minimum,Correct TS
PUCDEZ,0,-4.5,14.2,11.6,-63,18.7,16.1,Minimum,Minimum,Correct TS
PUCPEJ,0,-10.8,17.9,13.3,-63,28.6,24.1,Minimum,Minimum,Correct TS
PUDNIO,0,-5.2,9.6,11.3,-63,14.8,16.6,Minimum,Minimum,Correct TS
PUFLAE,0,-4.4,15.7,11.8,-63,20.1,16.2,Minimum,Minimum,Correct TS
PUFNIO,0,-7.1,9.9,9.9,-63,17.1,17.1,Minimum,Minimum,Correct TS
PUGFAZ,0,-1.7,17.3,14.1,-63,18.9,15.8,Minimum,Minimum,Correct TS
PUGSAM,0,-10.7,4.1,8.5,-63,14.8,19.2,Minimum,Minimum,Correct TS
PUHHAC,0,-16.6,3.4,1,-63,20,17.5,Minimum,Minimum,Correct TS
PUHYIC,0,-7.4,15.3,10.5,-63,22.7,17.9,Minimum,Minimum,Correct TS
PUJCIH,0,-9.8,7.8,8,-63,17.6,17.8,Minimum,Minimum,Correct TS
PUKKEM,0,-4.7,20.6,14.5,-63,25.3,19.2,Minimum,Minimum,Correct TS
PUKPIV,0,1.1,19,15.5,-63,19,15.5,Minimum,Minimum,Correct TS
PUKZUR,0,-0.8,24.4,19.3,-63,25.2,20.1,Minimum,Minimum,Correct TS
PULBUU,0,-10.9,9.2,10.5,-63,20.1,21.4,Minimum,Minimum,Correct TS
PUMXUR,0,-12.7,0.5,7.5,-63,13.1,20.1,Minimum,Minimum,Correct TS
PUNQAR,0,33.9,-1.7,10,-63,-1.7,10,Minimum,Minimum,Correct TS
PUPJAL,0,-14.7,8.3,10.1,-63,23,24.8,Minimum,Minimum,Correct TS
PUQQAW,0,-5.5,14.2,11.1,-63,19.7,16.6,Minimum,Minimum,Correct TS
PUQQEX,0,-7.5,11.3,12.6,-63,18.8,20.1,Minimum,Minimum,Correct TS
PUSZAF,0,-6.8,10.3,10.8,-63,17.1,17.5,Minimum,Minimum,Correct TS
PUTDAM,0,-10.7,7,9,-63,17.7,19.7,Minimum,Minimum,Correct TS
PUTYUA,0,-0.5,13.3,13.8,-63,13.7,14.3,Minimum,Minimum,Correct TS
PUWZAJ,0,-2.2,18.3,15,-63,20.5,17.2,Minimum,Minimum,Correct TS
PUXNOL,0,-6.8,-35.6,9,-63,-28.8,15.9,Minimum,Minimum,Correct TS
PUZRAG,0,-9.5,8.3,9.3,-63,17.8,18.8,Minimum,Minimum,Correct TS
PUZREI,0,-3.7,14.4,12,-63,18,15.7,Minimum,Minimum,Correct TS
PYRNAH,0,-4.1,21.2,17.6,-63,25.3,21.7,Minimum,Minimum,Correct TS
QABWAV,0,-9.3,9.9,8.1,-63,19.2,17.4,Minimum,Minimum,Correct TS
QACLAH,0,-7.5,10.4,8.7,-63,17.9,16.2,Minimum,Minimum,Correct TS
QACSIY,0,-11.2,15.6,13.2,-63,26.8,24.4,Minimum,Minimum,Correct TS
QACXUP,0,-3.7,23.6,22.4,-63,27.3,26.1,Minimum,Minimum,Correct TS
QAFPOF,0,-12.7,8,9.1,-63,20.7,21.8,Minimum,Minimum,Correct TS
QAFSIZ02,0,-2,14.2,11.2,-63,16.1,13.2,Minimum,Minimum,Correct TS
QAGQAT,0,-11.1,14.9,8.3,-63,26.1,19.4,Minimum,Minimum,Correct TS
QAGSEZ,0,-8.8,6.3,8,-63,15.1,16.8,Minimum,Minimum,Correct TS
QAGZAC,0,-13.8,6.9,11.2,-63,20.7,25.1,Minimum,Minimum,Correct TS
QAHPIZ,0,-4.4,17.2,11,-63,21.6,15.4,Minimum,Minimum,Correct TS
QAJKET,0,-2.1,21.5,17.2,-63,23.6,19.3,Minimum,Minimum,Correct TS
QAJVOO,0,-8.1,4.2,9.2,-63,12.3,17.3,Minimum,Minimum,Correct TS
QAJYOP,0,-7.5,14.8,12.6,-63,22.3,20.1,Minimum,Minimum,Correct TS
QALQUR,0,-5.1,15.3,9.9,-63,20.4,15,Minimum,Minimum,Correct TS
QAMNOH,0,-7.3,-31.5,7,-63,-24.1,14.3,Minimum,Minimum,Correct TS
QANVUZ,0,-3.2,17.9,16.2,-63,21,19.4,Minimum,Minimum,Correct TS
QANWAE,0,4,17.1,13.9,-63,17.1,13.9,Minimum,Minimum,Correct TS
QAPTUY,0,-9.5,9.3,8.3,-63,18.9,17.8,Minimum,Minimum,Correct TS
QAQKEA,0,-6.2,55.4,13.8,-63,61.6,20,Minimum,Minimum,Correct TS
QAQMUS,0,-8.1,11,13.1,-63,19.1,21.2,Minimum,Minimum,Correct TS
QARFUM,0,-4.9,14.3,27.8,-63,19.2,32.8,Minimum,Minimum,Correct TS
QARHUN,0,-1.6,6.4,17.7,-63,8,19.4,Minimum,Minimum,Correct TS
QARSIO,0,-12.9,10.6,7.9,-63,23.5,20.8,Minimum,Minimum,Correct TS
QATCIY,0,15.1,-0.8,0,-63,-0.8,0,Minimum,Minimum,Correct TS
QAVNAD,0,-2.8,19.1,16.8,-63,21.9,19.5,Minimum,Minimum,Correct TS
QAZXEU,0,-13.8,14.7,11.6,-63,28.5,25.4,Minimum,Minimum,Correct TS
QAZYAR,0,-5.7,19.1,11.8,-63,24.8,17.5,Minimum,Minimum,Correct TS
QEBBIK,0,-11.9,12.6,9.1,-63,24.5,21.1,Minimum,Minimum,Correct TS
QEBBOQ,0,-19.7,4.7,2.9,-63,24.4,22.5,Minimum,Minimum,Correct TS
QEBFOS,0,-0.9,26.2,16.5,-63,27.1,17.4,Minimum,Minimum,Correct TS
QECQEX,0,-14.2,8.4,5.2,-63,22.7,19.4,Minimum,Minimum,Correct TS
QECQIB,0,-14.4,18.1,5.2,-63,32.6,19.6,Minimum,Minimum,Correct TS
QECZIJ,0,-8.3,3.4,3.6,-63,11.7,11.9,Minimum,Minimum,Correct TS
QEDSUP,0,-0.8,25.8,21.2,-63,26.6,22.1,Minimum,Minimum,Correct TS
QEDWEE,0,-9.6,2.2,8.1,-63,11.8,17.8,Minimum,Minimum,Correct TS
QEHDIS,0,-11.7,15.6,9.2,-63,27.3,20.8,Minimum,Minimum,Correct TS
QEJKOF,0,-1.2,18.7,15.7,-63,19.9,16.8,Minimum,Minimum,Correct TS
QEJYUC,0,-18.3,6.9,7,-63,25.2,25.2,Minimum,Minimum,Correct TS
QEKCOY,0,-8.8,7.2,9.4,-63,16,18.2,Minimum,Minimum,Correct TS
QEKMIF,0,-8.9,12.4,9.1,-63,21.3,18,Minimum,Minimum,Correct TS
QELHIB,0,-9.8,13.3,11.6,-63,23,21.4,Minimum,Minimum,Correct TS
QENGAU,0,-0.9,22.9,15.1,-63,23.9,16.1,Minimum,Minimum,Correct TS
QERCEW,0,-10.2,10.2,10.4,-63,20.4,20.6,Minimum,Minimum,Correct TS
QESBOI,0,-12.1,7.8,7.9,-63,19.9,20,Minimum,Minimum,Correct TS
QEVKOR,0,-18.9,-3.4,-4.7,-63,15.5,14.2,Minimum,Minimum,Correct TS
QEVNAG,0,-15.5,3,6.6,-63,18.4,22.1,Minimum,Minimum,Correct TS
QEVQUG,0,-4.3,15.7,12.7,-63,20,17,Minimum,Minimum,Correct TS
QEVRAN,0,-4.2,16.1,14.1,-63,20.3,18.3,Minimum,Minimum,Correct TS
QEVZOJ,0,-3.7,16.2,14.6,-63,19.9,18.3,Minimum,Minimum,Correct TS
QEWDUT,0,-14.1,10.9,12.2,-63,25,26.3,Minimum,Minimum,Correct TS
QEXMOW,0,-7.9,4.2,9.6,-63,12.1,17.5,Minimum,Minimum,Correct TS
QIBRID,0,-7,17.8,14.5,-63,24.8,21.5,Minimum,Minimum,Correct TS
QIBVUT,0,-11.6,16.9,10.5,-63,28.5,22.1,Minimum,Minimum,Correct TS
QICVED,0,-8.1,14.9,12.3,-63,23,20.4,Minimum,Minimum,Correct TS
QICWOR,0,-6.9,22.7,12.4,-63,29.6,19.3,Minimum,Minimum,Correct TS
QIFDIT02,0,-1.7,18.1,15.4,-63,19.8,17,Minimum,Minimum,Correct TS
QIGVEK,0,-8.9,10.6,8.6,-63,19.4,17.5,Minimum,Minimum,Correct TS
QIJQEH,0,-5.3,10.2,11.3,-63,15.5,16.5,Minimum,Minimum,Correct TS
QILLII,0,-4,19.4,14.2,-63,23.4,18.1,Minimum,Minimum,Correct TS
QILZEQ,0,-11.5,18.7,10,-63,30.1,21.5,Minimum,Minimum,Correct TS
QIMDEV,0,-3.6,16.6,12.6,-63,20.3,16.2,Minimum,Minimum,Correct TS
QIMFAT,0,-2.1,26.2,26.4,-63,28.4,28.5,Minimum,Minimum,Correct TS
QIMFIE,0,-3.6,12.3,9.6,-63,15.9,13.2,Minimum,Minimum,Correct TS
QIMKEC,0,-13.9,11.1,11.5,-63,25,25.4,Minimum,Minimum,Correct TS
QIMZAP,0,-9.3,4.7,9,-63,14,18.3,Minimum,Minimum,Correct TS
QINCEY,0,-10.8,11.4,11.1,-63,22.2,21.8,Minimum,Minimum,Correct TS
QINXIW,0,-5.1,13.8,12.9,-63,18.9,17.9,Minimum,Minimum,Correct TS
QIQDAY,0,-6.9,15.6,12,-63,22.5,18.9,Minimum,Minimum,Correct TS
QIQFUU,0,-6.9,12.7,11.9,-63,19.6,18.8,Minimum,Minimum,Correct TS
QIRNAI,0,-9.2,4.4,8,-63,13.6,17.3,Minimum,Minimum,Correct TS
QISFAB,0,-7.1,19.2,12.2,-63,26.3,19.3,Minimum,Minimum,Correct TS
QITSUK,0,-6.4,8.3,9.5,-63,14.7,15.9,Minimum,Minimum,Correct TS
QITWAS,0,-15.9,5.9,7.2,-63,21.8,23.2,Minimum,Minimum,Correct TS
QIVQAQ,0,-4.4,16.3,11.4,-63,20.7,15.8,Minimum,Minimum,Correct TS
QIVYAY,0,-9.6,9.8,8.4,-63,19.4,18,Minimum,Minimum,Correct TS
QIWLAM,0,-8.5,7.5,9.6,-63,16,18.1,Minimum,Minimum,Correct TS
QIWLEQ,0,-8.4,6.3,7.4,-63,14.7,15.8,Minimum,Minimum,Correct TS
QIXMIU,0,-15.4,-1.7,1.5,-63,13.7,16.9,Minimum,Minimum,Correct TS
QIXYAZ,0,-1.9,11.3,13.6,-63,13.2,15.5,Minimum,Minimum,Correct TS
QIYGUD,0,-17.9,1,8,-63,18.9,25.9,Minimum,Minimum,Correct TS
QIYPOF,0,-5.3,11.4,11.3,-63,16.7,16.6,Minimum,Minimum,Correct TS
QIZBAD,0,-6.9,11.8,10.3,-63,18.6,17.2,Minimum,Minimum,Correct TS
QOCNIG,0,-11,10.8,12.4,-63,21.8,23.3,Minimum,Minimum,Correct TS
QOGCEU,0,-5.6,24.7,13.3,-63,30.3,19,Minimum,Minimum,Correct TS
QOGYUI,0,7.4,14.4,12.4,-63,14.4,12.4,Minimum,Minimum,Correct TS
QOHNOS,0,-8.3,3.1,9.7,-63,11.3,18,Minimum,Minimum,Correct TS
QOJPEM,0,-6.3,12.2,13.6,-63,18.4,19.9,Minimum,Minimum,Correct TS
QOLBUP,0,-5.1,9.9,10.7,-63,15,15.8,Minimum,Minimum,Correct TS
QONYIC,0,-8.1,11.7,9.6,-63,19.9,17.8,Minimum,Minimum,Correct TS
QONZAV,0,-7.3,11.4,9.9,-63,18.7,17.2,Minimum,Minimum,Correct TS
QOQFEJ,0,-3.3,14.9,15.3,-63,18.2,18.7,Minimum,Minimum,Correct TS
QOQNEQ,0,2.1,30,23.4,-63,30,23.4,Minimum,Minimum,Correct TS
QOQVAT,0,-9.2,14.9,11,-63,24.1,20.3,Minimum,Minimum,Correct TS
QOWGUH,0,-10.5,5,10.2,-63,15.5,20.7,Minimum,Minimum,Correct TS
QOWMEU,0,-8.5,11.1,10.9,-63,19.6,19.3,Minimum,Minimum,Correct TS
QOWPIE01,0,-2.9,14.4,13.7,-63,17.3,16.6,Minimum,Minimum,Correct TS
QOXPEZ,0,-3.8,17.7,11,-63,21.5,14.8,Minimum,Minimum,Correct TS
QOYGOB,0,-0.8,16.5,13,-63,17.3,13.8,Minimum,Minimum,Correct TS
QQQAMS02,0,-5.4,17.1,12.2,-63,22.5,17.6,Minimum,Minimum,Correct TS
QUBFEZ,0,-8,5.4,8.9,-63,13.4,16.9,Minimum,Minimum,Correct TS
QUBFID,0,-9.2,12.5,12.9,-63,21.8,22.2,Minimum,Minimum,Correct TS
QUCJAC,0,-13.6,7.2,9.3,-63,20.7,22.8,Minimum,Minimum,Correct TS
QUCKEF,0,-8.8,3.2,10.8,-63,12,19.6,Minimum,Minimum,Correct TS
QUCXIW,0,-8.8,-36.1,1.1,-63,-27.3,9.8,Minimum,Minimum,Correct TS
QUDNIO,0,-11.1,7,6.1,-63,18.1,17.2,Minimum,Minimum,Correct TS
QUDNOU,0,-9,12.8,5.1,-63,21.8,14,Minimum,Minimum,Correct TS
QUDPOW,0,-6.4,19,15.3,-63,25.3,21.7,Minimum,Minimum,Correct TS
QUDWAP,0,-9.7,13.4,11.2,-63,23.1,20.9,Minimum,Minimum,Correct TS
QUFKAE,0,-8.8,13.8,6.7,-63,22.6,15.5,Minimum,Minimum,Correct TS
QUFRIV,0,-11.7,-5.5,11.9,-63,6.2,23.6,Minimum,Minimum,Correct TS
QUGLUB,0,-11.5,-5.7,6,-63,5.9,17.5,Minimum,Minimum,Correct TS
QUGPEO,0,-8.8,6.9,10.2,-63,15.8,19,Minimum,Minimum,Correct TS
QUGTAO,0,-29.5,-16.3,10.2,-63,13.2,39.7,Minimum,Minimum,Correct TS
QUGWAT,0,-41,12,7.6,-63,53,48.6,Minimum,Minimum,Correct TS
QUJXOJ,0,-7.2,10.2,8.7,-63,17.4,15.9,Minimum,Minimum,Correct TS
QUJXUQ,0,-8.2,16.9,9.6,-63,25.1,17.8,Minimum,Minimum,Correct TS
QUJZAX,0,-2.7,18.2,16.1,-63,20.8,18.8,Minimum,Minimum,Correct TS
QUJZIF,0,-3.2,15.2,13.5,-63,18.4,16.7,Minimum,Minimum,Correct TS
QUJZOL,0,-2,14,12.8,-63,16,14.8,Minimum,Minimum,Correct TS
QUKPIW,0,-12.7,11.5,10.3,-63,24.2,23,Minimum,Minimum,Correct TS
QUMDIN,0,-7.2,7.4,15,-63,14.6,22.2,Minimum,Minimum,Correct TS
QUNXAB,0,-14.7,4.5,3.3,-63,19.2,18,Minimum,Minimum,Correct TS
QUOLSA,0,-6.9,21.4,18.5,-63,28.3,25.4,Minimum,Minimum,Correct TS
QUQYIM,0,-1.1,14.6,14.6,-63,15.8,15.7,Minimum,Minimum,Correct TS
QURVUU,0,-5.7,19.6,10.8,-63,25.3,16.5,Minimum,Minimum,Correct TS
QUSKIA,0,-2.6,13.7,14.2,-63,16.3,16.8,Minimum,Minimum,Correct TS
QUSMIA,0,-9.1,14.1,9.1,-63,23.2,18.2,Minimum,Minimum,Correct TS
QUTNAV,0,-8.1,9.2,11.1,-63,17.2,19.2,Minimum,Minimum,Correct TS
QUWDOD,0,-7.6,8.4,10.4,-63,16,18,Minimum,Minimum,Correct TS
QUYDUK,0,-3.7,20.6,13.4,-63,24.3,17.1,Minimum,Minimum,Correct TS
QUYGOH,0,-3.7,12.5,10.2,-63,16.2,13.9,Minimum,Minimum,Correct TS
QUZFAT,0,-10.6,1.9,8.2,-63,12.5,18.8,Minimum,Minimum,Correct TS
QUZNOP,0,-8.4,3.9,9.3,-63,12.4,17.7,Minimum,Minimum,Correct TS
QUZQIM,0,-15.5,11.8,9.5,-63,27.3,25,Minimum,Minimum,Correct TS
QUZTOV,0,-9.2,11.1,12.2,-63,20.4,21.4,Minimum,Minimum,Correct TS
RABDAV,0,-6.7,10.8,10,-63,17.5,16.8,Minimum,Minimum,Correct TS
RABQUC,0,-6.6,6.7,12.7,-63,13.2,19.3,Minimum,Minimum,Correct TS
RABXEA,0,-1.6,6,33.7,-63,7.5,35.2,Minimum,Minimum,Correct TS
RABZUR,0,-4.7,10.5,10.7,-63,15.2,15.4,Minimum,Minimum,Correct TS
RADKOZ,0,-7.1,13,13.6,-63,20.1,20.7,Minimum,Minimum,Correct TS
RAFMOC,0,-9.2,5.5,9.4,-63,14.8,18.6,Minimum,Minimum,Correct TS
RAHXOP,0,-7.3,9.7,10.2,-63,17,17.5,Minimum,Minimum,Correct TS
RAKHUH,0,-6.8,11,10.1,-63,17.8,16.9,Minimum,Minimum,Correct TS
RAKLAS,0,-2.3,15.9,14.5,-63,18.2,16.8,Minimum,Minimum,Correct TS
RAKRAY,0,-54.1,11,10.5,-63,65,64.5,Minimum,Minimum,Correct TS
RAKXAE,0,-8.9,3.7,7.8,-63,12.7,16.7,Minimum,Minimum,Correct TS
RAPNEE,0,-6.8,12.2,11.3,-63,19,18.2,Minimum,Minimum,Correct TS
RAQNAB,0,-9.9,14.3,7.4,-63,24.2,17.3,Minimum,Minimum,Correct TS
RARMII,0,-11.2,1.5,7.6,-63,12.8,18.9,Minimum,Minimum,Correct TS
RATJAY,0,-1.5,19.4,14.1,-63,20.9,15.6,Minimum,Minimum,Correct TS
RAVFOK,0,-6.3,12,11.9,-63,18.3,18.2,Minimum,Minimum,Correct TS
RAVGEB,0,-7.3,9.3,11.5,-63,16.5,18.7,Minimum,Minimum,Correct TS
RAWTIU,0,-16.1,7.1,8.8,-63,23.2,24.9,Minimum,Minimum,Correct TS
RAWTOA,0,-15.9,6.5,6.6,-63,22.5,22.6,Minimum,Minimum,Correct TS
RBFURC10,0,-8.2,12.6,10.7,-63,20.8,18.9,Minimum,Minimum,Correct TS
REBDOS,0,-8.4,10.4,12.8,-63,18.8,21.2,Minimum,Minimum,Correct TS
REBTUO,0,-13.3,-8.6,13.7,-63,4.6,26.9,Minimum,Minimum,Correct TS
RECNOF,0,-16.1,7.6,4.8,-63,23.7,20.9,Minimum,Minimum,Correct TS
RECNUL,0,-5.7,13.3,11.2,-63,19,16.9,Minimum,Minimum,Correct TS
REFCUD,0,-3.9,14.4,9.5,-63,18.3,13.4,Minimum,Minimum,Correct TS
REGBIP,0,-3.4,15.9,11.9,-63,19.3,15.3,Minimum,Minimum,Correct TS
REGLUL,0,-7.9,0.6,10.2,-63,8.5,18.1,Minimum,Minimum,Correct TS
REJNAY,0,-12.7,-18.6,5.9,-63,-5.8,18.6,Minimum,Minimum,Correct TS
REKCUF,0,-5.7,41.9,30.1,-63,47.6,35.8,Minimum,Minimum,Correct TS
RELZEN,0,-7.5,15,11.7,-63,22.5,19.2,Minimum,Minimum,Correct TS
REPXES,0,-8.5,13.2,13,-63,21.7,21.6,Minimum,Minimum,Correct TS
REPXIW,0,-7.6,13.3,13.3,-63,20.9,20.9,Minimum,Minimum,Correct TS
REPXOC,0,-7.6,13.1,13.7,-63,20.7,21.2,Minimum,Minimum,Correct TS
REPXUI,0,-8.5,12.5,9.4,-63,20.9,17.8,Minimum,Minimum,Correct TS
REQHOM,0,-11.4,15.8,27.2,-63,27.1,38.6,Minimum,Minimum,Correct TS
REQQEK,0,-3.9,16.8,28.3,-63,20.7,32.3,Minimum,Minimum,Correct TS
RETJEG,0,-2.4,-22.1,9.4,-63,-19.7,11.8,Minimum,Minimum,Correct TS
RETZAU,0,-5.4,14.4,10.5,-63,19.8,16,Minimum,Minimum,Correct TS
REXDUW,0,-8.6,15.3,17.9,-63,23.8,26.4,Minimum,Minimum,Correct TS
REXHUZ,0,-4.5,10.1,9.6,-63,14.6,14.1,Minimum,Minimum,Correct TS
REYNEQ,0,-4.8,17.6,12.8,-63,22.4,17.6,Minimum,Minimum,Correct TS
REZJAK,0,-1.9,14.1,13.8,-63,16,15.7,Minimum,Minimum,Correct TS
REZJEO,0,-4.7,16.5,12.3,-63,21.2,16.9,Minimum,Minimum,Correct TS
REZJOW,0,-8.2,10,9,-63,18.1,17.2,Minimum,Minimum,Correct TS
REZLOY,0,-5.2,14.1,14.3,-63,19.4,19.6,Minimum,Minimum,Correct TS
RIBYAD,0,-4,14.3,13.1,-63,18.3,17.2,Minimum,Minimum,Correct TS
