Ligand,Starting materials (CuLI) / kcal/mol,Ligand Exchange (CuLpip) / kcal/mol,Relative Energy (TSOA) / kcal/mol,Relative Energy (TSSig) / kcal/mol,Products (CuLI) / kcal/mol,Activation Energy (TSOA) / kcal/mol,TSSig Activation Energy (TSSig) / kcal/mol,Starting material (CuLI),Ligand Exchange (CuLpip),Transition State 2 (TSSig)
NODHAR,0,-9.7,5.7,7.8,-63,15.3,17.4,Minimum,Minimum,Correct TS
NODHOG,0,-3.6,18.7,14.3,-63,22.3,17.9,Minimum,Minimum,Correct TS
NODJUM01,0,-18.2,4.3,3.4,-63,22.5,21.7,Minimum,Minimum,Correct TS
NODRUW,0,0.2,18.6,15.9,-63,18.6,15.9,Minimum,Minimum,Correct TS
NOFMOL,0,-0.3,13,10.4,-63,13.4,10.7,Minimum,Minimum,Correct TS
NOGGOH,0,-4.5,10.7,17.8,-63,15.2,22.3,Minimum,Minimum,Correct TS
NOGHOI,0,-4,-8.6,14.2,-63,-4.6,18.2,Minimum,Minimum,Correct TS
NOGMIF,0,-8.7,9.6,6.8,-63,18.3,15.4,Minimum,Minimum,Correct TS
NOGREI,0,-1.3,20.6,14.8,-63,21.9,16.2,Minimum,Minimum,Correct TS
NOHDUK,0,-3.4,-8.5,13.2,-63,-5.2,16.5,Minimum,Minimum,Correct TS
NOHPAE,0,-14.1,-11.9,12.8,-63,2.2,26.9,Minimum,Minimum,Correct TS
NOHROT,0,-13.5,1.6,7.9,-63,15.1,21.4,Minimum,Minimum,Correct TS
NOJGOI,0,-10.3,5,8.1,-63,15.3,18.4,Minimum,Minimum,Correct TS
NOKHEA,0,-10.3,4.1,6,-63,14.4,16.3,Minimum,Minimum,Correct TS
NOKJIJ,0,-18.3,-13,2.7,-63,5.3,21,Minimum,Minimum,Correct TS
NOKLAB,0,-1.6,17.1,13.6,-63,18.7,15.2,Minimum,Minimum,Correct TS
NOLCAT,0,-10.1,4.5,6.2,-63,14.5,16.3,Minimum,Minimum,Correct TS
NOLCEX,0,-11.9,3.9,6.7,-63,15.8,18.6,Minimum,Minimum,Correct TS
NOLCIA,0,-16.2,-24.5,11.4,-63,-8.3,27.6,Minimum,Minimum,Correct TS
NOLCOG,0,-9.5,-13,7.2,-63,-3.5,16.7,Minimum,Minimum,Correct TS
NOLCUM,0,-1.8,-5.2,23.4,-63,-3.3,25.2,Minimum,Minimum,Correct TS
NOLFIF,0,-18.6,-3.1,7.3,-63,15.5,25.9,Minimum,Minimum,Correct TS
NOLPOW,0,-9.5,14.6,9.4,-63,24.1,19,Minimum,Minimum,Correct TS
NOLVUH,0,-13.9,-10,15.5,-63,3.9,29.4,Minimum,Minimum,Correct TS
NONFOM,0,-0.9,0.2,14.1,-63,1.1,15,Minimum,Minimum,Correct TS
NONMEI,0,-14.2,-2.9,7.1,-63,11.3,21.3,Minimum,Minimum,Correct TS
NOPSOA,0,-4.7,18.7,12.6,-63,23.4,17.3,Minimum,Minimum,Correct TS
NOQTET,0,-8.3,8.3,7.4,-63,16.6,15.7,Minimum,Minimum,Correct TS
NOQTEV,0,-15.6,-11.9,12.5,-63,3.7,28.1,Minimum,Minimum,Correct TS
NORSUL,0,-2.9,-8.8,14.3,-63,-6,17.1,Minimum,Minimum,Correct TS
NOSHOV,0,1.3,-2.4,15.9,-63,-2.4,15.9,Minimum,Minimum,Correct TS
NOSYUP,0,-14.3,1,6.2,-63,15.3,20.5,Minimum,Minimum,Correct TS
NOTLAL01,0,-1.6,17,15.4,-63,18.5,17,Minimum,Minimum,Correct TS
NOTPET,0,-13,-10.7,13,-63,2.3,26,Minimum,Minimum,Correct TS
NOTZUR,0,-0.2,-12.4,11.6,-63,-12.2,11.8,Minimum,Minimum,Correct TS
NOWFOW,0,-7.5,-11.2,12.2,-63,-3.7,19.8,Minimum,Minimum,Correct TS
NOXGIT,0,-13.5,-10,13.6,-63,3.5,27.1,Minimum,Minimum,Correct TS
NOXXIH01,0,-8.9,10,8.5,-63,19,17.5,Minimum,Minimum,Correct TS
NOYYEI,0,-4.4,15.8,10.8,-63,20.1,15.1,Minimum,Minimum,Correct TS
NPRPLN,0,-13.7,-8.6,12.3,-63,5.1,26,Minimum,Minimum,Correct TS
NTRGUA01,0,-13.2,-1.4,9,-63,11.8,22.2,Minimum,Minimum,Correct TS
NUBKEA,0,-5.6,12,12.9,-63,17.5,18.5,Minimum,Minimum,Correct TS
NUBQUZ,0,-5.2,0.6,12.3,-63,5.8,17.5,Minimum,Minimum,Correct TS
NUBZUH,0,-14,-8.3,13.2,-63,5.7,27.2,Minimum,Minimum,Correct TS
NUDMOO,0,-21.4,3.1,3,-63,24.5,24.4,Minimum,Minimum,Correct TS
NUDYIV,0,-9,8.3,8.4,-63,17.3,17.4,Minimum,Minimum,Correct TS
NUFJOO,0,-10.4,-4.8,8.4,-63,5.6,18.8,Minimum,Minimum,Correct TS
NUGDUP,0,-7.5,-5.8,13.7,-63,1.7,21.3,Minimum,Minimum,Correct TS
NUGNOU,0,-5,-7.6,12.9,-63,-2.7,17.9,Minimum,Minimum,Correct TS
NUGQEN01,0,-3.6,-9.6,9.6,-63,-6.1,13.2,Minimum,Minimum,Correct TS
NUGQIR,0,-10.4,No Value,9.1,-63,No Value,19.5,Minimum,Minimum,Correct TS
NUGVER,0,-7.8,9.8,14.2,-63,17.6,22,Minimum,Minimum,Correct TS
NUGYIY,0,-5.9,5.2,11.5,-63,11.1,17.3,Minimum,Minimum,Correct TS
NUHHEE,0,-0.7,21.5,13.5,-63,22.2,14.2,Minimum,Minimum,Correct TS
NUHJIL,0,-3.2,-7.9,12.6,-63,-4.7,15.8,Minimum,Minimum,Correct TS
NUHNEL,0,-9.7,-8.3,11.1,-63,1.4,20.8,Minimum,Minimum,Correct TS
NUHSUH,0,-8.5,8.6,8.8,-63,17.1,17.3,Minimum,Minimum,Correct TS
NUJDUT,0,-2,15.8,14.3,-63,17.7,16.2,Minimum,Minimum,Correct TS
NUJKEJ02,0,-9,8,7.6,-63,17.1,16.6,Minimum,Minimum,Correct TS
NUJLUB,0,-3.2,15.3,11.4,-63,18.5,14.6,Minimum,Minimum,Correct TS
NUKCOL,0,-6.3,-6.3,12.5,-63,0,18.8,Minimum,Minimum,Correct TS
NUKGIL,0,-6.2,13.3,13.3,-63,19.5,19.5,Minimum,Minimum,Correct TS
NUKXAV,0,-14,2,9.4,-63,16,23.4,Minimum,Minimum,Correct TS
NULGIN,0,-6.2,14.2,9.5,-63,20.4,15.8,Minimum,Minimum,Correct TS
NULMOY,0,-10.3,15.1,10.8,-63,25.4,21.1,Minimum,Minimum,Correct TS
NUMDOQ,0,-10.8,17.9,10.4,-63,28.7,21.2,Minimum,Minimum,Correct TS
NUMQOE,0,-6,-2.9,11.8,-63,3.1,17.8,Minimum,Minimum,Correct TS
NUMWAV,0,-6.4,-11.6,10.7,-63,-5.1,17.1,Minimum,Minimum,Correct TS
NUNFAD,0,-14.4,-9,11.9,-63,5.4,26.3,Minimum,Minimum,Correct TS
NUPLOA,0,-7.9,25.4,9.6,-63,33.3,17.5,Minimum,Minimum,Correct TS
NUPNES,0,-11.1,-2.3,7.7,-63,8.8,18.8,Minimum,Minimum,Correct TS
NUPREW,0,-15.4,3.1,2,-63,18.5,17.4,Minimum,Minimum,Correct TS
NUPSUO,0,-1.1,-12.5,21.7,-63,-11.4,22.8,Minimum,Minimum,Correct TS
NUPTEY,0,-14.6,4.4,6.2,-63,19,20.7,Minimum,Minimum,Correct TS
NUPTIC,0,-8.4,18.4,12,-63,26.8,20.4,Minimum,Minimum,Correct TS
NUQGIR,0,-1.2,-2.6,14.3,-63,-1.4,15.5,Minimum,Minimum,Correct TS
NUQGOW,0,-3.2,-10.7,20.6,-63,-7.5,23.8,Minimum,Minimum,Correct TS
NUQMAO,0,-5.7,15.3,12.3,-63,21,18,Minimum,Minimum,Correct TS
NUQNAP,0,-2.4,-9.2,17.9,-63,-6.8,20.4,Minimum,Minimum,Correct TS
NUQSAV,0,-13.4,-11.1,13.7,-63,2.3,27.1,Minimum,Minimum,Correct TS
NUQTUO,0,-14.9,-0.1,6.7,-63,14.8,21.6,Minimum,Minimum,Correct TS
NUQYUU,0,-11.8,4.5,-0.7,-63,16.3,11.1,Minimum,Minimum,Correct TS
NUQZIJ,0,-6.8,-21.2,8.1,-63,-14.5,14.9,Minimum,Minimum,Correct TS
NURCIO,0,-0.7,-3.6,23.6,-63,-2.9,24.3,Minimum,Minimum,Correct TS
NURXED,0,-0.3,-3,15.7,-63,-2.7,16,Minimum,Minimum,Correct TS
NUSREZ,0,-3.5,-9.6,12.6,-63,-6.1,16.2,Minimum,Minimum,Correct TS
NUSRID,0,-3.7,15.5,12.5,-63,19.2,16.2,Minimum,Minimum,Correct TS
NUSWUV,0,-6.8,-1.8,12.4,-63,5.1,19.2,Minimum,Minimum,Correct TS
NUVXAE,0,-10.8,3.6,10.8,-63,14.4,21.7,Minimum,Minimum,Correct TS
NUVZAG,0,-13.9,13,11.1,-63,26.9,25,Minimum,Minimum,Correct TS
NUWJUL,0,-15.5,16.4,8.5,-63,32,24,Minimum,Minimum,Correct TS
NUWMOI,0,-12.6,18,13.3,-63,30.7,25.9,Minimum,Minimum,Correct TS
NUWPOL,0,0.9,19.6,12.6,-63,19.6,12.6,Minimum,Minimum,Correct TS
NUWPUR,0,1,18.7,12.8,-63,18.7,12.8,Minimum,Minimum,Correct TS
NUXGIZ,0,-5.3,-12.8,12.6,-63,-7.5,17.9,Minimum,Minimum,Correct TS
NUXPEC,0,-5.7,16.6,13,-63,22.4,18.7,Minimum,Minimum,Correct TS
NUXROQ,0,-5.9,17.3,14.7,-63,23.2,20.6,Minimum,Minimum,Correct TS
NUYTUW,0,-1,-4.2,11.4,-63,-3.2,12.4,Minimum,Minimum,Correct TS
NUYYOX,0,-11.7,7.9,6.5,-63,19.6,18.2,Minimum,Minimum,Correct TS
NUZCOA,0,-9.3,5.4,8.9,-63,14.6,18.1,Minimum,Minimum,Correct TS
NUZDUK,0,-6.4,8.4,7.7,-63,14.8,14.1,Minimum,Minimum,Correct TS
NUZGOE,0,-5.2,15.2,13.7,-63,20.3,18.9,Minimum,Minimum,Correct TS
NUZLID,0,-4.8,14.7,14,-63,19.5,18.9,Minimum,Minimum,Correct TS
NUZTOT,0,-6.5,-10.3,13.8,-63,-3.8,20.3,Minimum,Minimum,Correct TS
OBEREV,0,-7.8,-21015.6,7,-63,-21007.8,14.8,Minimum,Minimum,Correct TS
OBESAP,0,-11.8,20.3,9.5,-63,32.1,21.3,Minimum,Minimum,Correct TS
OBETUM,0,-7.7,-6,10.7,-63,1.7,18.4,Minimum,Minimum,Correct TS
OBIDEI,0,-5.7,11.9,11.9,-63,17.6,17.6,Minimum,Minimum,Correct TS
OBITUO,0,-9.6,4.4,10.2,-63,14,19.8,Minimum,Minimum,Correct TS
OBOBOW,0,-4.5,15.5,14.2,-63,19.9,18.6,Minimum,Minimum,Correct TS
OBOYAH,0,-8.2,9.4,8.2,-63,17.6,16.4,Minimum,Minimum,Correct TS
OBOYAI,0,-13.5,7.7,13.2,-63,21.2,26.7,Minimum,Minimum,Correct TS
OBTFOL10,0,-6.3,15,13.3,-63,21.3,19.6,Minimum,Minimum,Correct TS
OBUBAQ,0,-22.7,-5.2,7.2,-63,17.5,30,Minimum,Minimum,Correct TS
OBULEE,0,-13.1,176.4,12.6,-63,189.4,25.7,Minimum,Minimum,Correct TS
OBUMEF,0,-16.5,4.1,8.8,-63,20.6,25.3,Minimum,Minimum,Correct TS
OBUMIJ,0,-3.2,-8.6,12.5,-63,-5.3,15.7,Minimum,Minimum,Correct TS
OBUNIK,0,-2.7,-9.5,18.1,-63,-6.8,20.7,Minimum,Minimum,Correct TS
OCADAZ,0,-3.8,17,16.4,-63,20.8,20.2,Minimum,Minimum,Correct TS
OCAJAF,0,-4.1,-8.7,14.7,-63,-4.6,18.8,Minimum,Minimum,Correct TS
OCAMEL,0,-2.1,-3.8,14.6,-63,-1.8,16.6,Minimum,Minimum,Correct TS
OCANOV,0,-15.8,-1.9,2,-63,13.9,17.8,Minimum,Minimum,Correct TS
OCAVIA,0,-3.4,-4.6,13.1,-63,-1.2,16.5,Minimum,Minimum,Correct TS
OCAVOG,0,-3.8,18.1,13.2,-63,21.9,17,Minimum,Minimum,Correct TS
OCEBAA,0,-12.7,13.6,8.9,-63,26.3,21.6,Minimum,Minimum,Correct TS
OCEBEE,0,-2.7,-5.8,18,-63,-3.1,20.6,Minimum,Minimum,Correct TS
OCEBEF,0,-3.4,17.2,16.4,-63,20.7,19.8,Minimum,Minimum,Correct TS
OCEBOP,0,-15.4,1.1,8.6,-63,16.6,24,Minimum,Minimum,Correct TS
OCEXEB,0,-3.4,16.8,16.7,-63,20.2,20.1,Minimum,Minimum,Correct TS
OCIKOD,0,-4.2,15.7,12.1,-63,19.9,16.3,Minimum,Minimum,Correct TS
OCINIY,0,-14.4,18.3,7.7,-63,32.7,22,Minimum,Minimum,Correct TS
OCOFAN,0,-8.3,7.2,10.5,-63,15.5,18.8,Minimum,Minimum,Correct TS
OCTATT,0,-14,-9.7,13,-63,4.3,27,Minimum,Minimum,Correct TS
OCULAA,0,-3.8,-9.2,13,-63,-5.5,16.7,Minimum,Minimum,Correct TS
OCULUU,0,-12.4,-7.2,13.4,-63,5.2,25.8,Minimum,Minimum,Correct TS
ODAJIM01,0,-3,-8.9,14.1,-63,-5.9,17.1,Minimum,Minimum,Correct TS
ODAPIV,0,-12.5,3.6,6.3,-63,16.1,18.9,Minimum,Minimum,Correct TS
ODAQEQ,0,-14,-9.9,13.5,-63,4,27.4,Minimum,Minimum,Correct TS
ODAROB,0,-5.7,2,13,-63,7.7,18.7,Minimum,Minimum,Correct TS
ODEFOT,0,-17.3,-2,4.2,-63,15.3,21.6,Minimum,Minimum,Correct TS
ODELEO,0,-2.8,-0.2,16.8,-63,2.6,19.7,Minimum,Minimum,Correct TS
ODIBUA01,0,-13.8,14.5,9.2,-63,28.3,23,Minimum,Minimum,Correct TS
ODIDIR,0,-12.7,-7.5,14.9,-63,5.2,27.6,Minimum,Minimum,Correct TS
ODIGAM,0,-15.8,-9.3,11.5,-63,6.5,27.3,Minimum,Minimum,Correct TS
ODIHEP,0,11,16.1,14.3,-63,16.1,14.3,Minimum,Minimum,Correct TS
ODIMAP,0,-4.4,11.7,13.6,-63,16.1,17.9,Minimum,Minimum,Correct TS
ODORUV,0,-8.7,142.6,8.3,-63,151.3,17,Minimum,Minimum,Correct TS
ODUSAJ,0,-4.1,5.3,9.4,-63,9.4,13.4,Minimum,Minimum,Correct TS
ODUTUF,0,-15.6,-11.3,12.8,-63,4.3,28.4,Minimum,Minimum,Correct TS
ODUWIT,0,-18.9,1.8,43.3,-63,20.7,62.2,Minimum,Minimum,Correct TS
ODUYER,0,-17.4,-3.4,2.6,-63,14,20,Minimum,Minimum,Correct TS
OFASUJ,0,-8,8.6,11.5,-63,16.5,19.5,Minimum,Minimum,Correct TS
OFAYOM,0,-14.3,14.6,13,-63,28.9,27.3,Minimum,Minimum,Correct TS
OFECIL,0,-1.3,18,13.9,-63,19.3,15.2,Minimum,Minimum,Correct TS
OFEJUG01,0,-17.9,-12.5,3,-63,5.4,20.9,Minimum,Minimum,Correct TS
OFIKOG,0,-6,15.6,11.7,-63,21.6,17.7,Minimum,Minimum,Correct TS
OFIZUB,0,-18.5,2.9,11.9,-63,21.4,30.4,Minimum,Minimum,Correct TS
OFOMIG,0,-13.4,-6.6,12.7,-63,6.8,26.1,Minimum,Minimum,Correct TS
OFORIN,0,-15.1,2.3,18.3,-63,17.4,33.4,Minimum,Minimum,Correct TS
OFOWOW,0,-6.1,16.3,11.1,-63,22.4,17.2,Minimum,Minimum,Correct TS
OFUBUP,0,-10.2,8.6,9.9,-63,18.7,20.1,Minimum,Minimum,Correct TS
OFUHAB,0,-8.8,8.9,7.7,-63,17.7,16.5,Minimum,Minimum,Correct TS
OFUYEW,0,-12.1,-34.3,8.8,-63,-22.2,20.9,Minimum,Minimum,Correct TS
OFUYIZ,0,-3.7,16,12.7,-63,19.7,16.4,Minimum,Minimum,Correct TS
OGARAR,0,-1.8,-1.7,13,-63,0.2,14.8,Minimum,Minimum,Correct TS
OGAWIE,0,-9.3,89.7,8.2,-63,99,17.5,Minimum,Minimum,Correct TS
OGEFAI,0,-4.6,6.6,11,-63,11.2,15.6,Minimum,Minimum,Correct TS
OGEFOV,0,-6.4,-0.9,11.4,-63,5.5,17.8,Minimum,Minimum,Correct TS
OGEFOW,0,-7.9,-1.2,13.4,-63,6.7,21.4,Minimum,Minimum,Correct TS
OGEROI,0,-12.8,8.1,9.4,-63,20.9,22.3,Minimum,Minimum,Correct TS
OGISEC,0,-0.6,-15,22.3,-63,-14.4,23,Minimum,Minimum,Correct TS
OGIXIO,0,-3.1,18.4,14.4,-63,21.5,17.5,Minimum,Minimum,Correct TS
OGOFAR,0,-13.2,-9.7,12,-63,3.5,25.2,Minimum,Minimum,Correct TS
OGOFUO,0,-11.3,9.9,11.5,-63,21.1,22.8,Minimum,Minimum,Correct TS
OGOYOB,0,-8.6,14.4,18.5,-63,23,27.1,Minimum,Minimum,Correct TS
OGOZES,0,-3.9,20,16.1,-63,24,20.1,Minimum,Minimum,Correct TS
OGUNAI,0,-1.1,-8.2,20.2,-63,-7.1,21.3,Minimum,Minimum,Correct TS
OGUSAN,0,-7.4,-2.8,9.7,-63,4.6,17,Minimum,Minimum,Correct TS
OHAFUB,0,-11.6,9.2,8.6,-63,20.7,20.2,Minimum,Minimum,Correct TS
OHAXOK,0,-1,126.3,19,-63,127.3,20,Minimum,Minimum,Correct TS
OHAYEB,0,-1.8,-9.2,19,-63,-7.4,20.8,Minimum,Minimum,Correct TS
OHEGEQ,0,-5.6,16.5,13.4,-63,22,18.9,Minimum,Minimum,Correct TS
OHELES,0,No Value,-7.8,26.2,-63,No Value,No Value,Minimum,Minimum,Correct TS
OHEQIB,0,-5.5,-3.7,11.3,-63,1.8,16.8,Minimum,Minimum,Correct TS
OHEWEF,0,-0.4,-1.2,14,-63,-0.8,14.3,Minimum,Minimum,Correct TS
OHIMID,0,-2.7,No Value,13.2,-63,No Value,15.9,Minimum,Minimum,Correct TS
OHLACT10,0,-13.7,-10.3,12.3,-63,3.4,26,Minimum,Minimum,Correct TS
OHOHAV,0,-9.9,23.3,7.6,-63,33.1,17.5,Minimum,Minimum,Correct TS
OHOTOX,0,-12.1,5.4,10.7,-63,17.5,22.8,Minimum,Minimum,Correct TS
OHOVEP,0,-2.4,-11.2,14.8,-63,-8.8,17.2,Minimum,Minimum,Correct TS
OHOYES,0,-4.7,15.8,9,-63,20.5,13.6,Minimum,Minimum,Correct TS
OHUBUQ,0,-13.2,-8.9,13.1,-63,4.4,26.4,Minimum,Minimum,Correct TS
OJACAE,0,-5.9,15.6,13.5,-63,21.5,19.4,Minimum,Minimum,Correct TS
OJADEK,0,-14.9,8.9,5.3,-63,23.8,20.2,Minimum,Minimum,Correct TS
OJAKUH,0,-3.7,15.8,12.3,-63,19.5,16.1,Minimum,Minimum,Correct TS
OJAMOC,0,-11,-6.6,18.1,-63,4.4,29.1,Minimum,Minimum,Correct TS
OJECAH,0,-4.2,-12.9,14.3,-63,-8.7,18.5,Minimum,Minimum,Correct TS
OJECEL,0,-1.9,-8.6,13.2,-63,-6.7,15.1,Minimum,Minimum,Correct TS
OJEDIR,0,-4.8,16.7,13,-63,21.5,17.8,Minimum,Minimum,Correct TS
OJEHUI,0,-9.4,15.3,10.1,-63,24.7,19.6,Minimum,Minimum,Correct TS
OJIFUI,0,-13.3,-10.4,14,-63,2.9,27.3,Minimum,Minimum,Correct TS
OJOCEX,0,-1.3,-9.9,24,-63,-8.7,25.2,Minimum,Minimum,Correct TS
OJOFIF,0,-5.7,-2.1,11.3,-63,3.6,17,Minimum,Minimum,Correct TS
OJOXAN,0,-7.9,12.1,8.1,-63,19.9,16,Minimum,Minimum,Correct TS
OJOYIY02,0,-12.6,18.8,9.1,-63,31.4,21.7,Minimum,Minimum,Correct TS
OJUFEH,0,4.2,-5.2,13.4,-63,-5.2,13.4,Minimum,Minimum,Correct TS
OJUGIM,0,-5.7,9.1,8.7,-63,14.8,14.3,Minimum,Minimum,Correct TS
OJUSER,0,0.9,5.4,15,-63,5.4,15,Minimum,Minimum,Correct TS
OJUSIY,0,-7.2,11.5,9,-63,18.7,16.2,Minimum,Minimum,Correct TS
OJUTOF,0,-2.2,16.2,11.5,-63,18.4,13.7,Minimum,Minimum,Correct TS
OKADIQ,0,-10.9,-9,12.4,-63,1.9,23.3,Minimum,Minimum,Correct TS
OKAGOW,0,2.4,16,12.5,-63,16,12.5,Minimum,Minimum,Correct TS
OKAJAL,0,-9.7,8,8.8,-63,17.7,18.5,Minimum,Minimum,Correct TS
OKAPAT,0,-1.1,14.1,14.2,-63,15.3,15.3,Minimum,Minimum,Correct TS
OKASUO,0,-4.1,103.2,13.5,-63,107.3,17.6,Minimum,Minimum,Correct TS
OKATAW,0,-7.8,-11.5,8.8,-63,-3.7,16.6,Minimum,Minimum,Correct TS
OKATEA,0,-6.1,8.9,9.4,-63,14.9,15.5,Minimum,Minimum,Correct TS
OKAVON,0,-14.7,-12.6,-0.9,-63,2,13.7,Minimum,Minimum,Correct TS
OKELEW,0,-9.5,4.8,10.6,-63,14.3,20.1,Minimum,Minimum,Correct TS
OKEYEK,0,-2.5,0.2,18.6,-63,2.8,21.2,Minimum,Minimum,Correct TS
OKEZAH10,0,-1.8,-9.2,24,-63,-7.4,25.8,Minimum,Minimum,Correct TS
OKIFUL,0,-7.4,12.5,9.8,-63,19.9,17.1,Minimum,Minimum,Correct TS
OKINAY,0,-13.6,-4.9,13.4,-63,8.7,27,Minimum,Minimum,Correct TS
OKIYIS,0,-3.6,-9.5,13.6,-63,-5.9,17.2,Minimum,Minimum,Correct TS
OKIYUE,0,-4,-8.6,13.3,-63,-4.5,17.3,Minimum,Minimum,Correct TS
OKOHIH,0,-9.7,9.9,8.1,-63,19.6,17.9,Minimum,Minimum,Correct TS
OKOLOR,0,-6.5,7.7,9.5,-63,14.2,16,Minimum,Minimum,Correct TS
OKOMAD,0,-5,-6.2,12.7,-63,-1.2,17.7,Minimum,Minimum,Correct TS
OKOPAH,0,-6.3,2.5,11.4,-63,8.8,17.7,Minimum,Minimum,Correct TS
OKOWIW,0,-4,-3.5,13.6,-63,0.6,17.6,Minimum,Minimum,Correct TS
OKOXUK,0,-0.5,19.7,13.6,-63,20.1,14.1,Minimum,Minimum,Correct TS
OKUGEG,0,-5.8,15.6,13.4,-63,21.4,19.2,Minimum,Minimum,Correct TS
OKUHUX,0,-11.9,-10.5,14.2,-63,1.3,26.1,Minimum,Minimum,Correct TS
OKUSAP,0,-6.5,-9.3,11.6,-63,-2.8,18,Minimum,Minimum,Correct TS
OKUXUN,No Value,No Value,No Value,No Value,No Value,No Value,No Value,Minimum,Minimum,Correct TS
OLAKAP,0,-7.3,-11.6,12.8,-63,-4.3,20.1,Minimum,Minimum,Correct TS
OLAKUH,0,-6.1,63.2,8.9,-63,69.3,14.9,Minimum,Minimum,Correct TS
OLALOC,0,-5.2,10.1,12,-63,15.2,17.1,Minimum,Minimum,Correct TS
OLECAC03,0,-14.1,-12.1,13.1,-63,2,27.2,Minimum,Minimum,Correct TS
OLEZAH,0,-2.7,-10.3,18.8,-63,-7.6,21.5,Minimum,Minimum,Correct TS
OLIJAU,0,-8.5,-1.1,8.2,-63,7.4,16.7,Minimum,Minimum,Correct TS
OLOBIA,0,-7.6,14.5,8.7,-63,22.1,16.3,Minimum,Minimum,Correct TS
OLUMOX,0,-11.7,-7.4,13.3,-63,4.3,25,Minimum,Minimum,Correct TS
OLUPES01,0,-17.9,-2.5,5.1,-63,15.5,23,Minimum,Minimum,Correct TS
OLUVIC,0,-4.6,19.3,14.4,-63,23.9,19,Minimum,Minimum,Correct TS
OMEMEA,0,-11.1,15.8,12.1,-63,27,23.3,Minimum,Minimum,Correct TS
OMESOP,0,-7.1,-11.3,13.2,-63,-4.2,20.3,Minimum,Minimum,Correct TS
OMIGIA,0,-6.9,9.7,11.2,-63,16.6,18.1,Minimum,Minimum,Correct TS
OMIJEZ,0,3,-1.3,23.5,-63,-1.3,23.5,Minimum,Minimum,Correct TS
OMODAV,0,-2.8,22.3,13.4,-63,25,16.2,Minimum,Minimum,Correct TS
OMOMIM,0,-2.7,-9.5,15,-63,-6.7,17.7,Minimum,Minimum,Correct TS
OMOTIT,0,-5.9,19.7,14.1,-63,25.6,20,Minimum,Minimum,Correct TS
OMUWEA,0,-13.9,-35,6.1,-63,-21.1,20,Minimum,Minimum,Correct TS
ONEXOV,0,-4.3,14.5,13.1,-63,18.8,17.4,Minimum,Minimum,Correct TS
ONINEF,0,-5.1,-12,16.1,-63,-6.9,21.3,Minimum,Minimum,Correct TS
ONIZAO,0,-4.4,-7.4,13,-63,-3,17.4,Minimum,Minimum,Correct TS
ONOHEF,0,-13.6,3.4,7.6,-63,17,21.3,Minimum,Minimum,Correct TS
ONORUG,0,-11.9,4.4,9.1,-63,16.3,21,Minimum,Minimum,Correct TS
OPADNA01,0,-12.2,-15.1,8.1,-63,-2.9,20.2,Minimum,Minimum,Correct TS
OPATUV,0,-6.1,1.7,8.5,-63,7.8,14.6,Minimum,Minimum,Correct TS
OPEYOY,0,-2.8,-39.7,12.7,-63,-36.8,15.5,Minimum,Minimum,Correct TS
OPIJIH,0,-9,14.1,9,-63,23.1,17.9,Minimum,Minimum,Correct TS
OPITOX01,0,-0.4,22.7,13.8,-63,23.1,14.2,Minimum,Minimum,Correct TS
OPOCIH,0,-27.4,-22.9,11.8,-63,4.5,39.2,Minimum,Minimum,Correct TS
OPOGAD,0,-4.5,15.5,11.9,-63,20,16.5,Minimum,Minimum,Correct TS
OPULES,0,-13.4,-8.4,8.4,-63,5,21.9,Minimum,Minimum,Correct TS
OPULUI,0,-13.6,-46.6,6.9,-63,-33,20.5,Minimum,Minimum,Correct TS
OPUPIA,0,-2.8,16.8,15.8,-63,19.5,18.6,Minimum,Minimum,Correct TS
OPUPOG,0,-13.9,-2.8,13.5,-63,11.1,27.4,Minimum,Minimum,Correct TS
OPUREY,0,-10.1,3.7,7.6,-63,13.8,17.8,Minimum,Minimum,Correct TS
OQEKOM,0,-7.4,14.9,12.6,-63,22.4,20,Minimum,Minimum,Correct TS
OQODOP,0,-7.6,8.7,9.1,-63,16.3,16.7,Minimum,Minimum,Correct TS
OQOPOA,0,-17.1,4.1,0.2,-63,21.3,17.3,Minimum,Minimum,Correct TS
OQOSOD,0,-5.2,0.1,12.5,-63,5.4,17.8,Minimum,Minimum,Correct TS
OQOYEA,0,-25.4,-10.6,16,-63,14.8,41.5,Minimum,Minimum,Correct TS
ORACAN,0,-16.5,7.3,6.5,-63,23.7,23,Minimum,Minimum,Correct TS
ORASEH,0,-3.2,-8.6,12.5,-63,-5.4,15.7,Minimum,Minimum,Correct TS
OREBIY,0,-13.6,18.8,8.5,-63,32.4,22.1,Minimum,Minimum,Correct TS
OREKAY,0,-13.4,9.6,7.5,-63,23,20.8,Minimum,Minimum,Correct TS
ORELEE,0,-12.3,-11.6,8.2,-63,0.7,20.4,Minimum,Minimum,Correct TS
ORUXEF,0,-10.1,61.4,8.1,-63,71.4,18.1,Minimum,Minimum,Correct TS
OSEXUG,0,-6.7,13.1,12.1,-63,19.8,18.8,Minimum,Minimum,Correct TS
OSIDAX,0,-9.5,1.4,8.5,-63,10.9,18,Minimum,Minimum,Correct TS
OSITER,0,-8.6,16.1,13.1,-63,24.7,21.7,Minimum,Minimum,Correct TS
OSITOA,No Value,No Value,No Value,No Value,No Value,No Value,No Value,Minimum,Minimum,Correct TS
