Ligand,Starting materials (CuLI) / kcal/mol,Ligand Exchange (CuLpip) / kcal/mol,Relative Energy (TSOA) / kcal/mol,Relative Energy (TSSig) / kcal/mol,Products (CuLI) / kcal/mol,Activation Energy (TSOA) / kcal/mol,TSSig Activation Energy (TSSig) / kcal/mol,Starting material (CuLI),Ligand Exchange (CuLpip),Transition State 1 (TSOA),Transition State 2 (TSSig)
UXUYUJ,0,-7.2,-8.2,12.6,-63,-1,19.8,Minimum,Not Minimum,Incorrect Imaginary Frequencies,Correct TS
UYAFEH,0,-1.6,-6.6,12.3,-63,-5.1,13.9,Minimum,Not Minimum,Incorrect Imaginary Frequencies,Correct TS
UYAKEL,0,-3.1,-8.8,17.6,-63,-5.7,20.7,Not Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
UYATEV,0,-10.6,-9.4,8.1,-63,1.2,18.7,Minimum,Minimum,Incorrect TS,Correct TS
UYILEV,0,-12.6,12.7,12.2,-63,25.3,24.8,Minimum,Minimum,Correct TS,Correct TS
UYOQOQ,0,-13.7,6.2,6.9,-63,19.9,20.5,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
UYORAC,0,-11.2,8.1,7.7,-63,19.3,18.9,Not Minimum,Minimum,Correct TS,Correct TS
UYOSEI,0,-15.7,-10.2,8.9,-63,5.5,24.6,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
UYOSIM,0,-5.2,12,12.9,-63,17.2,18.1,Minimum,Not Minimum,Correct TS,Correct TS
UYOSUX,0,-13.2,-10.2,12.8,-63,3,26,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
UYOTAE,0,-13.1,-10.4,13.1,-63,2.7,26.3,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
UYOTOS,0,-13,-10.4,13.2,-63,2.7,26.3,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
UYOVAG,0,-13,-8.8,12.5,-63,4.1,25.5,Minimum,Minimum,Incorrect TS,Correct TS
UYUYUJ,0,-235.5,-238.9,-216.1,-63,-3.4,19.4,Not Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect Imaginary Frequencies
UYUZUK,0,-5.2,-10.2,14.8,-63,-4.9,20,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
UZAFUX,0,-7.3,3.1,8.4,-63,10.4,15.8,Minimum,Not Minimum,Incorrect Imaginary Frequencies,Correct TS
UZAKIR,0,-8.9,4.1,25.7,-63,13,34.6,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
UZAWOJ,0,-19.1,-3.4,-10.7,-63,15.7,8.4,Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect Imaginary Frequencies
UZEVEB,0,-0.5,-7.7,12.3,-63,-7.2,12.9,Minimum,Not Minimum,Incorrect Imaginary Frequencies,Correct TS
UZILEW,0,-10.5,11.2,10.1,-63,21.7,20.6,Not Minimum,Minimum,Correct TS,Correct TS
UZILUM,0,-4.6,13.8,10.8,-63,18.5,15.4,Minimum,Minimum,Correct TS,Correct TS
UZIZEK,0,-4,-10.3,9.4,-63,-6.4,13.4,Minimum,Not Minimum,Incorrect TS,Correct TS
UZUHED,0,150.7,-8.1,19.7,-63,-8.1,19.7,Not Minimum,Not Minimum,Incorrect TS,Incorrect TS
UZUZIZ,0,303.7,-143.6,-104.8,-63,-143.6,-104.8,Not Minimum,Not Minimum,Incorrect Imaginary Frequencies,Incorrect Imaginary Frequencies
VABBOR,0,-4.3,15.5,14.2,-63,19.8,18.5,Minimum,Minimum,Correct TS,Correct TS
VABGEM,0,-4.3,12.6,7.7,-63,16.9,12,Minimum,Minimum,Correct TS,Correct TS
VABHIS,0,-3.8,2,11.8,-63,5.8,15.6,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VABKIU,0,-7.8,-8.8,9.7,-63,-1,17.5,Minimum,Minimum,Incorrect TS,Correct TS
VABQIA,0,-2.5,-12.7,19.6,-63,-10.2,22,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VABVAV,0,-0.4,-14.8,21.7,-63,-14.4,22.1,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VABYEE,0,-11,-5.7,9.3,-63,5.3,20.3,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VABYOO,0,-5.3,-6.9,14.3,-63,-1.5,19.7,Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect Imaginary Frequencies
VABZAB,0,-14,16.2,8,-63,30.2,22.1,Minimum,Not Minimum,Correct TS,Correct TS
VABZUT,0,-21.6,-5.5,-8.9,-63,16.1,12.7,Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect TS
VABZUV,0,-5.8,-11.6,14.2,-63,-5.8,20,Minimum,Not Minimum,Incorrect Imaginary Frequencies,Correct TS
VACDAG,0,-5.5,19.1,10.3,-63,24.5,15.8,Minimum,Minimum,Correct TS,Correct TS
VACDEK,0,-7,11.9,15.1,-63,18.9,22.1,Minimum,Minimum,Correct TS,Correct TS
VACJOB,0,-12,13.4,7.6,-63,25.4,19.6,Not Minimum,Minimum,Correct TS,Correct TS
VACLAO,0,-3.2,-13.9,13.8,-63,-10.7,17,Minimum,Not Minimum,Incorrect Imaginary Frequencies,Correct TS
VACSEY,0,-13.2,-11.2,14.3,-63,2.1,27.6,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VACVIF,0,-13.7,11.4,8.6,-63,25,22.3,Minimum,Not Minimum,Correct TS,Correct TS
VACVIH,0,-2.3,-8.6,19.2,-63,-6.3,21.6,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VACVOL,0,-13.5,4.9,10,-63,18.5,23.5,Minimum,Not Minimum,Incorrect Imaginary Frequencies,Correct TS
VACVUR,0,-14,16.2,11.8,-63,30.2,25.8,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VACXAA,0,-2.1,-5.4,14.8,-63,-3.3,16.9,Minimum,Not Minimum,Incorrect Imaginary Frequencies,Correct TS
VACXEE,0,-3,-7.5,15,-63,-4.6,18,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VACYEE,0,-5.8,-5.6,14.9,-63,0.2,20.7,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VACYIH,0,-2.6,-11.2,13.4,-63,-8.6,16,Minimum,Minimum,Correct TS,Correct TS
VADMAP,0,-7,-0.5,10.8,-63,6.5,17.9,Not Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VADTAV,0,-9.4,10.2,9.1,-63,19.6,18.4,Minimum,Minimum,Correct TS,Correct TS
VADWAZ,0,-3.82613E+13,-3.82613E+13,-3.82613E+13,-63,-20.7,19.4,Not Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect Imaginary Frequencies
VADWIG,0,-14.2,-10.5,12.5,-63,3.7,26.7,Not Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VAFCUB,0,-16.4,-13.4,11.6,-63,3,28,Not Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VAFRIE,0,-3,15.7,15.7,-63,18.7,18.7,Minimum,Minimum,Correct TS,Correct TS
VAFWEF,0,-5.6,12.3,11.9,-63,17.9,17.5,Minimum,Minimum,Correct TS,Correct TS
VAFXEH,0,-4,-10,12.7,-63,-6.1,16.6,Minimum,Minimum,Incorrect TS,Correct TS
VAGTED,0,-10.1,16.5,11.4,-63,26.6,21.6,Minimum,Minimum,Correct TS,Correct TS
VAGWIJ,0,-12.3,8.5,9.4,-63,20.7,21.7,Minimum,Not Minimum,Correct TS,Correct TS
VAGWOP,0,-6.6,-10.6,12.5,-63,-4,19.1,Minimum,Minimum,Incorrect TS,Correct TS
VAHBIQ,0,-1.9,-4.9,10.2,-63,-3.1,12,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VAHHEU,0,-4.8,12.3,13.1,-63,17.1,17.9,Minimum,Not Minimum,Correct TS,Correct TS
VAHKUN,0,-4.3,-9.9,8.6,-63,-5.6,12.9,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VAJFUI01,0,-6.5,-4.4,11.7,-63,2.1,18.3,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VAJGAQ,0,-2.8,-0.7,15.2,-63,2.1,18,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VAJHIX,0,-35.2,-15.1,-14.2,-63,20.1,21,Not Minimum,Minimum,Correct TS,Correct TS
VAJLAW,0,-6.1,12.2,10.7,-63,18.4,16.9,Minimum,Minimum,Correct TS,Correct TS
VAJLIB,0,-4.2,14.7,12.9,-63,18.8,17.1,Minimum,Not Minimum,Correct TS,Correct TS
VAJMIF,0,1644.3,-12.7,18.7,-63,-12.7,18.7,Not Minimum,Not Minimum,Incorrect Imaginary Frequencies,Correct TS
VAJRIK,0,-5,10,11.3,-63,15.1,16.3,Minimum,Not Minimum,Correct TS,Correct TS
VAJTEI,0,-15.7,2.4,2.3,-63,18.1,18,Minimum,Minimum,Correct TS,Correct TS
VAKBAN,0,-15.8,-1294.6,9,-63,-1278.7,24.8,Minimum,Minimum,Correct TS,Correct TS
VAKNOL,0,-8.4,4.8,5.6,-63,13.2,13.9,Minimum,Minimum,Correct TS,Correct TS
VAKNUR,0,-9.5,0.2,4.6,-63,9.7,14.1,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VAKREF,0,-6.1,-3.8,13.6,-63,2.4,19.8,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VAKTOS,0,-14.3,-10.5,11.8,-63,3.7,26.1,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VAKWEK,0,-25.9,-4.2,-5.4,-63,21.7,20.5,Not Minimum,Minimum,Correct TS,Incorrect Imaginary Frequencies
VALFIX,0,-2,-4.7,14.8,-63,-2.6,16.8,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VALHOH,0,-15.9,-6.5,11.5,-63,9.5,27.4,Minimum,Minimum,Incorrect TS,Correct TS
VALMIF,0,-13.4,-11.7,12.2,-63,1.7,25.6,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VALMOL,0,-13.8,-12.3,13.3,-63,1.5,27.1,Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect Imaginary Frequencies
VALNII,0,-22.2,-10.9,-11.6,-63,11.2,10.5,Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect Imaginary Frequencies
VALOLA,0,-7.7,-6.7,16.1,-63,1,23.8,Minimum,Not Minimum,Incorrect Imaginary Frequencies,Incorrect Imaginary Frequencies
VALPII01,0,-146.9,-155.4,-134.6,-63,-8.5,12.3,Not Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VAMNIG,0,3.6,4.6,20.8,-63,4.6,20.8,Minimum,Not Minimum,Incorrect TS,Correct TS
VAMQIL01,0,-2.6,-3.2,15.2,-63,-0.6,17.8,Minimum,Not Minimum,Incorrect Imaginary Frequencies,Correct TS
VAMSOT,0,-1,-8.6,11.6,-63,-7.6,12.6,Minimum,Not Minimum,Incorrect Imaginary Frequencies,Correct TS
VAMXOY,0,-1.8,0.8,15,-63,2.6,16.7,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VANCAQ,0,1.3,-3.2,24,-63,-3.2,24,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VANCET,0,-8.8,12.6,11.3,-63,21.3,20,Minimum,Minimum,Correct TS,Correct TS
VANCIY,0,-5.5,15.8,12.6,-63,21.2,18.1,Minimum,Minimum,Correct TS,Correct TS
VANCOE,0,-4,-3.7,12.5,-63,0.3,16.5,Minimum,Minimum,Incorrect TS,Incorrect Imaginary Frequencies
VAPGOL,0,-3.1,9.4,6.5,-63,12.5,9.5,Minimum,Minimum,Correct TS,Correct TS
VAPJEE,0,-10.1,13.7,12.2,-63,23.8,22.2,Minimum,Not Minimum,Correct TS,Correct TS
VAPROV,0,-1.2,1.2,17.9,-63,2.4,19.1,Minimum,Minimum,Incorrect TS,Correct TS
VAPRUA,0,-832.6,-847,-811.4,-63,-14.4,21.2,Not Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect Imaginary Frequencies
VAPZOB10,0,95.6,-60.6,-30,-63,-60.6,-30,Not Minimum,Not Minimum,Incorrect Imaginary Frequencies,Incorrect TS
VAQJON,0,0.6,-10.6,22.8,-63,-10.6,22.8,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VAQJUT,0,-13.6,-18.2,2.9,-63,-4.6,16.5,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VAQKAB,0,-6.8,-6.7,16.6,-63,0.1,23.4,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VAQPAF,0,-4.6,15.1,12.2,-63,19.7,16.8,Minimum,Not Minimum,Correct TS,Correct TS
VAQQOW,0,-16.3,-5.1,16,-63,11.2,32.4,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VARFUR,0,-12.9,-10.1,15.9,-63,2.8,28.8,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VARGOM,0,-13.1,-7.5,13.1,-63,5.6,26.2,Minimum,Minimum,Incorrect TS,Correct TS
VARTAJ,0,-13.2,-11.1,13.4,-63,2.1,26.6,Minimum,Not Minimum,Incorrect Imaginary Frequencies,Correct TS
VARVUH,0,24.9,-12.2,22.2,-63,-12.2,22.2,Minimum,Not Minimum,Incorrect Imaginary Frequencies,Correct TS
VASDAV,0,-3.7,1.9,14.1,-63,5.5,17.8,Minimum,Minimum,Incorrect TS,Correct TS
VASGUR,0,-16.7,-7.3,-2.5,-63,9.4,14.2,Minimum,Not Minimum,Incorrect Imaginary Frequencies,Incorrect TS
VASLOR,0,-3.4,28.5,10.3,-63,31.9,13.7,Minimum,Not Minimum,Correct TS,Correct TS
VASQAH,0,-1.3,-9.2,13.4,-63,-7.9,14.7,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VASQIP,0,-0.5,-8.4,17.1,-63,-7.9,17.6,Minimum,Not Minimum,Incorrect Imaginary Frequencies,Correct TS
VASVAM,0,-5.2,-8,No Value,-63,-2.8,No Value,Minimum,Minimum,Incorrect Imaginary Frequencies,Calc Fail
VASWOC,0,-7.7,-8.8,16,-63,-1.2,23.7,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VASYEU,0,0.6,-8.7,17.2,-63,-8.7,17.2,Minimum,Not Minimum,Incorrect Imaginary Frequencies,Correct TS
VASZEX,0,-25.2,-5.7,-17.2,-63,19.5,8,Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect Imaginary Frequencies
VATFED,0,-4.6,-9.8,13.4,-63,-5.2,18,Minimum,Minimum,Incorrect TS,Correct TS
VATFIH,0,-1.8,-35.7,3.2,-63,-33.9,5,Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect Imaginary Frequencies
VATFON,0,-3.8,16.4,12,-63,20.1,15.8,Minimum,Minimum,Correct TS,Correct TS
VATFUT,0,-4.9,14.9,11.1,-63,19.8,16,Not Minimum,Not Minimum,Correct TS,Correct TS
VATGAA,0,-3,-8,14.9,-63,-5,17.9,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VATHEG,0,-2.1,-13.2,16.3,-63,-11.2,18.4,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VATLIM,0,-10.1,4.6,7.9,-63,14.6,18,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VATRIT01,0,1.4,-1.6,17.4,-63,-1.6,17.4,Minimum,Not Minimum,Incorrect TS,Correct TS
VATWIZ,0,4.1,-11,23.5,-63,-11,23.5,Minimum,Not Minimum,Incorrect TS,Incorrect Imaginary Frequencies
VATZAT,0,-7.3,10.4,8.5,-63,17.7,15.7,Minimum,Minimum,Correct TS,Correct TS
VAVREP,0,-2.4,-10.2,19.3,-63,-7.9,21.6,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VAVTIV,0,-7.7,17.1,11.5,-63,24.8,19.2,Minimum,Not Minimum,Incorrect Imaginary Frequencies,Correct TS
VAVTOB,0,-12.3,-16.2,12,-63,-4,24.3,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VAVTUH,0,-6.9,-11.3,14.1,-63,-4.4,21,Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect Imaginary Frequencies
VAVVEU,0,333.6,-15.5,20.8,-63,-15.5,20.8,Not Minimum,Not Minimum,Incorrect Imaginary Frequencies,Incorrect Imaginary Frequencies
VAVXOG,0,-12.8,3.4,5.4,-63,16.2,18.2,Minimum,Not Minimum,Correct TS,Incorrect Imaginary Frequencies
VAVZUO,0,-12.1,-14.9,8.3,-63,-2.8,20.5,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VAWDOO,0,-7.2,15.7,12,-63,23,19.3,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VAWGAB,0,-1,-8.9,13,-63,-8,14,Minimum,Minimum,Incorrect TS,Correct TS
VAWLUC,0,-7.3,-4.3,10.7,-63,3,18,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VAWMEL,0,38.7,-3.6,23.6,-63,-3.6,23.6,Minimum,Not Minimum,Incorrect Imaginary Frequencies,Correct TS
VAWPAN,0,-13.5,-10.4,3.6,-63,3.1,17.1,Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect Imaginary Frequencies
VAWWIZ,0,-2.7,13.3,13.3,-63,16.1,16,Minimum,Minimum,Correct TS,Correct TS
VAXBUT,0,-12.4,-7.6,8.9,-63,4.7,21.2,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VAXGEI,0,-21.2,-12.5,-11.8,-63,8.7,9.3,Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect Imaginary Frequencies
VAXQUI,0,-6.4,13.1,13.8,-63,19.5,20.2,Minimum,Minimum,Correct TS,Correct TS
VAXXOJ,0,-3.5,15.8,12.4,-63,19.3,15.9,Minimum,Minimum,Correct TS,Correct TS
VAYJAG06,0,-3.8,13.7,9.2,-63,17.5,13.1,Minimum,Minimum,Correct TS,Correct TS
VAYJUC,0,-10.6,4.3,11.4,-63,14.8,22,Minimum,Minimum,Correct TS,Incorrect Imaginary Frequencies
VAYJUD,0,-30.8,-34.1,-110.6,-63,-3.3,-79.8,Not Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VAYKEN,0,-9.5,7.3,11,-63,16.8,20.5,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VAZCIK,0,-10.3,10.2,8,-63,20.5,18.3,Minimum,Minimum,Incorrect TS,Correct TS
VAZGUY,0,-6.4,-1.2,13.4,-63,5.2,19.8,Minimum,Not Minimum,Incorrect TS,Correct TS
VAZHUZ,0,-6.8,-2.9,12,-63,3.9,18.8,Minimum,Not Minimum,Incorrect Imaginary Frequencies,Correct TS
VAZJOV01,0,0.6,-21.6,24,-63,-21.6,24,Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect TS
VAZJOY,0,-7,14.7,26.3,-63,21.7,33.3,Minimum,Minimum,Correct TS,Correct TS
VAZKOY,0,-16.4,4.3,5.7,-63,20.7,22,Not Minimum,Minimum,Correct TS,Correct TS
VAZTEY,0,-18.1,-0.2,-1.8,-63,17.9,16.2,Minimum,Not Minimum,Correct TS,Correct TS
VAZYOM,0,-5.3,78.5,5.4,-63,83.8,10.7,Not Minimum,Minimum,Correct TS,Correct TS
VAZYUS,0,-18.7,4.2,3.3,-63,22.9,22,Minimum,Minimum,Correct TS,Correct TS
VDURID,0,-15.3,-7.8,14.8,-63,7.5,30.2,Minimum,Not Minimum,Incorrect TS,Correct TS
VEBBOT,0,-4,18.9,10.3,-63,22.9,14.3,Minimum,Minimum,Correct TS,Correct TS
VEBDUC,0,-14.4,-11,12.8,-63,3.4,27.2,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VEBNOF01,0,-8,-11,12.9,-63,-3,20.9,Minimum,Minimum,Incorrect TS,Correct TS
VEBTEC,0,-3.7,16.4,12.6,-63,20.1,16.3,Minimum,Minimum,Correct TS,Correct TS
VEBTIG,0,-3.8,12.4,11.7,-63,16.2,15.5,Minimum,Minimum,Correct TS,Correct TS
VECKEU,0,-5.6,13.3,14.4,-63,18.9,20,Not Minimum,Not Minimum,Correct TS,Correct TS
VECKIY,0,-3.3,16.7,13.6,-63,20.1,16.9,Minimum,Minimum,Correct TS,Correct TS
VECROL,0,-13.4,-9.7,12.8,-63,3.7,26.2,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VECTAY,0,-9.1,11.4,9.2,-63,20.5,18.3,Minimum,Minimum,Correct TS,Correct TS
VECVEF,0,-12.3,-10.7,13.5,-63,1.6,25.8,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VEDCEN,0,-2.4,-2.1,19.7,-63,0.3,22.1,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VEDFAL,0,-30.2,-1,25.3,-63,29.2,55.5,Minimum,Not Minimum,Incorrect TS,Correct TS
VEDFOZ,0,-49.1,-65.4,-29,-63,-16.3,20,Not Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect Imaginary Frequencies
VEDKIY,0,-4.6,-14,17.9,-63,-9.5,22.4,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VEDVEI,0,-7,9.4,8.9,-63,16.4,15.9,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VEFFET,0,-22.6,-11,-8.8,-63,11.6,13.8,Minimum,Minimum,Incorrect TS,Incorrect Imaginary Frequencies
VEFMAV,0,-9795.5,-9806.5,-9776.4,-63,-11,19,Not Minimum,Minimum,Incorrect TS,Correct TS
VEFNIE,0,30.5,-3.4,23.1,-63,-3.4,23.1,Minimum,Not Minimum,Incorrect Imaginary Frequencies,Incorrect Imaginary Frequencies
VEFPAZ,0,-3.8,-11.5,14,-63,-7.7,17.8,Minimum,Not Minimum,Incorrect TS,Correct TS
VEFRIK,0,0.2,-8.7,21.3,-63,-8.7,21.3,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VEFXIP,0,-3.2,-7.5,14,-63,-4.4,17.2,Minimum,Minimum,Incorrect TS,Correct TS
VEGREE,0,-2.9,17.7,13.6,-63,20.6,16.5,Minimum,Minimum,Correct TS,Correct TS
VEHCIX,0,-4.1,-11.2,13.8,-63,-7.2,17.9,Minimum,Not Minimum,Incorrect TS,Correct TS
VEHCOD,0,-4.3,-9.9,13.5,-63,-5.6,17.8,Minimum,Minimum,Incorrect TS,Correct TS
VEHDAQ,0,-4.5,-8.8,10.9,-63,-4.3,15.4,Minimum,Not Minimum,Correct TS,Correct TS
VEHDEU,0,-0.4,8.1,16.4,-63,8.5,16.8,Minimum,Not Minimum,Incorrect TS,Correct TS
VEHQUU,0,-3.1,-9.2,15.7,-63,-6.1,18.8,Minimum,Not Minimum,Incorrect TS,Incorrect Imaginary Frequencies
VEHWIO,0,-2.6,-5.2,14.5,-63,-2.7,17,Minimum,Not Minimum,Incorrect TS,Incorrect Imaginary Frequencies
VEJBOB,0,-2.8,-4.1,19.3,-63,-1.2,22.1,Not Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VEJPEF,0,-15,41.3,15.6,-63,56.3,30.7,Minimum,Minimum,Correct TS,Correct TS
VEKPOR,0,-13.2,20.2,9.6,-63,33.4,22.8,Minimum,Minimum,Correct TS,Incorrect Imaginary Frequencies
VEKTOW,0,-6.7,36.9,15.9,-63,43.6,22.5,Minimum,Minimum,Correct TS,Correct TS
VEKWEP,0,-3.2,-8.2,15.2,-63,-5,18.4,Minimum,Not Minimum,Incorrect TS,Correct TS
VEKZUI,0,-14.7,-10.9,13.4,-63,3.8,28,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VELBAR,0,-14.4,-10.1,13.2,-63,4.3,27.6,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VELBEV,0,-14,-10.7,12.6,-63,3.3,26.6,Minimum,Minimum,Incorrect TS,Correct TS
VELJON,0,-14.6,-14.6,9.3,-63,0,23.9,Minimum,Not Minimum,Incorrect Imaginary Frequencies,Correct TS
VELLII,0,-5.6,34.5,12,-63,40.1,17.6,Minimum,Minimum,Correct TS,Correct TS
VELLOP,0,-21.3,0.2,-0.3,-63,21.6,21,Minimum,Minimum,Correct TS,Correct TS
VELREK,0,-7.3,2,11.4,-63,9.4,18.7,Minimum,Not Minimum,Incorrect TS,Correct TS
VELTIQ,0,-14.9,-3.3,1.8,-63,11.6,16.7,Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect Imaginary Frequencies
VELTIS,0,-5.1,-3.6,11.4,-63,1.6,16.5,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VELTOX,0,-11.1,7.6,6.6,-63,18.7,17.7,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VELVUE01,0,No Value,-141.1,-107.9,-63,No Value,No Value,Not Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VELWIT,0,-3.5,1.8,12.7,-63,5.3,16.1,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VELZES,0,-15.7,-11.6,4.1,-63,4.1,19.8,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VELZOB,0,-2.3,24.5,26,-63,26.8,28.3,Minimum,Minimum,Correct TS,Correct TS
VEMDAS,0,-2.8,13.3,9.7,-63,16.2,12.5,Minimum,Minimum,Correct TS,Correct TS
VENBEY,0,-12.2,-6.4,10.7,-63,5.8,22.9,Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect Imaginary Frequencies
VENJIH,0,-13.4,3.1,7.6,-63,16.5,21,Minimum,Not Minimum,Correct TS,Correct TS
VENJON,0,-15.1,5.3,8.1,-63,20.4,23.2,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VENLOP01,0,-6.2,17,10.8,-63,23.3,17,Not Minimum,Minimum,Correct TS,Correct TS
VENSUF,0,-1.6,14.7,11,-63,16.3,12.7,Minimum,Not Minimum,Correct TS,Correct TS
VENTEN,0,-13,-2.4,5.2,-63,10.6,18.2,Minimum,Minimum,Incorrect TS,Correct TS
VENTLG,0,-12.5,9.3,8.2,-63,21.8,20.7,Minimum,Minimum,Correct TS,Correct TS
VENVIW,0,-4.1,1.3,9.2,-63,5.4,13.3,Minimum,Minimum,Correct TS,Correct TS
VENXIV,0,-5.6,-8.6,8.3,-63,-3,13.9,Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect Imaginary Frequencies
VEPDEA,0,-4.1,18.3,13,-63,22.4,17.1,Minimum,Minimum,Correct TS,Correct TS
VEPGEF,0,-8.4,-11.9,10.1,-63,-3.4,18.5,Minimum,Not Minimum,Incorrect Imaginary Frequencies,Correct TS
VEPGIH,0,-23.9,-13.4,-10.2,-63,10.5,13.7,Minimum,Minimum,Incorrect Imaginary Frequencies,Incorrect Imaginary Frequencies
VEPKAC,0,-7,7,11.2,-63,14.1,18.3,Minimum,Minimum,Correct TS,Correct TS
VEPKIL01,0,-4.4,-5.4,22.9,-63,-1,27.3,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VEPVIX,0,-72.8,-62.5,-55.1,-63,10.3,17.7,Minimum,Not Minimum,Incorrect Imaginary Frequencies,Correct TS
VEPYEW,0,-40.6,-51.8,6.4,-63,-11.3,47,Minimum,Minimum,Incorrect Imaginary Frequencies,Correct TS
VEPYIA,0,-1.1,-4.3,10.4,-63,-3.3,11.4,Minimum,Not Minimum,Incorrect Imaginary Frequencies,Correct TS
VEQFAA,0,-10.2,9,11.1,-63,19.2,21.3,Not Minimum,Minimum,Correct TS,Incorrect Imaginary Frequencies
