Ligand,Bite_Angle,D_Bite_Angle,Cone_Angle,Sterimol_B1,Sterimol_B5,Sterimol_L,PC_Buried_Volume_35A,PC_Buried_Volume_5A,PC_Buried_Volume_7A,SASA,HOMO_Energy,LUMO_Energy,Cu-L1,Cu-L2,D_Cu-L1,D_Cu-L2,Cu-N,Cu-C,C-I,Cu-I-C,I-C-N,C-N-Cu,Lowdin_Charge_Cu,Lowdin_Charge_N,Lowdin_Charge_C,Lowdin_Charge_I,Lowdin_Charge_L1,Lowdin_Charge_L2,Bonded_Valence_Cu,Bonded_Valence_N,Bonded_Valence_C,Bonded_Valence_I,Bonded_Valence_L1,Bonded_Valence_L2,Atomic_Population_Cu,Atomic_Population_N,Atomic_Population_C,Atomic_Population_I,Atomic_Population_L1,Atomic_Population_L2,Bond_Order_Cu-I,Bond_Order_C-I,Bond_Order_Cu-N,Bond_Order_Cu-L1,Bond_Order_Cu-L2,Orbital_Charge_C_s,Orbital_Charge_C_pz,Orbital_Charge_C_px,Orbital_Charge_C_py,Orbital_Charge_N_s,Orbital_Charge_N_pz,Orbital_Charge_N_px,Orbital_Charge_N_py,Orbital_Charge_I_s,Orbital_Charge_I_pz,Orbital_Charge_I_px,Orbital_Charge_I_py,Orbital_Charge_I_d,Orbital_Charge_I_dxz,Orbital_Charge_I_dyz,Orbital_Charge_I_dxy,Orbital_Charge_I_dz2,Orbital_Charge_I_dx2y2,Orbital_Charge_Cu_s,Orbital_Charge_Cu_p,Orbital_Charge_Cu_pz,Orbital_Charge_Cu_px,Orbital_Charge_Cu_py,Orbital_Charge_Cu_d,Orbital_Charge_Cu_dxz,Orbital_Charge_Cu_dyz,Orbital_Charge_Cu_dxy,Orbital_Charge_Cu_dz2,Orbital_Charge_Cu_dx2y2,Orbital_Charge_L1_pz,Orbital_Charge_L1_px,Orbital_Charge_L1_py,Orbital_Charge_L1_d,Orbital_Charge_L1_dxz,Orbital_Charge_L1_dyz,Orbital_Charge_L1_dxy,Orbital_Charge_L1_dz2,Orbital_Charge_L2_pz,Orbital_Charge_L2_px,Orbital_Charge_L2_py,Orbital_Charge_L2_d,Orbital_Charge_L2_dxz,Orbital_Charge_L2_dyz,Orbital_Charge_L2_dz2,ImgFreq,Ea
XIKLOU,75.29,0.58,165.28,2.26,4.25,6.78,28,17.8,9.8,541.29,-3.7922,-3.2355,2.05,2.31,-0.11,0.08,1.96,3.09,2.21,73,93.46,101.66,0.3497,-0.2921,-0.1443,0.0748,-0.5148,-0.2969,1.7086,2.6145,3.4261,1.201,2.137,2.746,28.7046,7.2566,5.7204,25.2527,8.4152,7.6585,0.2147,0.8405,0.6616,0.3846,0.2082,2.9322,0.9841,1.1032,1.023,3.2422,1.3027,1.2486,1.4212,3.736,3.6388,3.9019,3.4801,10.1685,2.0169,2.0588,2.0199,2.042,2.0309,6.3943,12.4052,4.1053,4.11,4.1899,9.8508,1.9735,1.9737,1.9763,1.9799,1.9474,1.4728,1.7048,1.4479,0.3743,0.0646,0.0881,0.0801,0.0709,1.3426,1.1308,1.5247,0.0789,0.0289,0.0117,0.0074,-235.72,21
MAYTOX,81.22,0.37,176.73,2.45,9.33,11.33,30.2,20.4,14.1,789.37,-3.4649,-2.4476,2,2.16,-0.01,-0.05,1.96,3.13,2.22,78.23,90.22,99.3,0.2423,-0.3101,-0.1469,0.1167,-0.1153,-0.5043,2.0231,2.6367,3.4174,1.2933,3.2646,2.0514,28.8414,7.2622,5.7295,25.2143,7.1132,8.4569,0.3616,0.7859,0.6274,0.5119,0.2714,2.9372,1.0389,1.068,1.006,3.2411,1.2433,1.3108,1.439,3.7265,3.5782,3.8669,3.5281,10.1836,2.0301,2.0719,2.0222,2.0329,2.0265,6.3773,12.5297,4.1428,4.1745,4.2124,9.8506,1.9802,1.9587,1.9626,1.9713,1.9779,1.2719,1.2598,1.3209,0.0948,0.0179,0.0121,0.0205,0.0091,1.4809,1.645,1.5034,0.3607,0.0346,0.0643,0.0462,-169.81,21
UMIDAX,81.33,8.72,191.27,2.43,7.07,6.16,39.6,29.4,14.9,592.58,-3.6924,-3.1877,2.06,2.13,-0.04,0.19,1.98,3.08,2.26,71.9,92.59,101.42,0.2832,-0.2848,-0.1327,0.106,-0.11,-0.038,1.9929,2.6535,3.3752,1.2242,2.9962,2.3849,28.75,7.2774,5.6771,25.2749,7.0106,7.1787,0.2205,0.7895,0.6232,0.4277,0.3613,2.9341,1.0123,1.0848,1.0018,3.2457,1.2504,1.2906,1.4214,3.7338,3.5127,3.8942,3.5795,10.1739,2.0213,2.0782,2.0142,2.0356,2.0246,6.4002,12.4755,4.1036,4.1542,4.2176,9.8411,1.9677,1.9772,1.9661,1.9825,1.9477,1.3649,1.2257,1.174,0.1182,0.0176,0.0236,0.0295,0.0268,0.9916,1.4413,1.3059,0.1301,0.0192,0.0502,0.0375,-291.96,21
DEFNIL,62.35,0.3,154.69,3.5,9.03,14.76,23.9,14,7.8,968.55,-3.0028,-2.208,2.07,2.15,0.03,-0.05,1.93,3.12,2.21,79.58,88.3,96.44,0.2868,-0.3238,-0.1569,0.1273,-0.596,-0.5823,2.0662,2.6281,3.4039,1.3452,1.9048,1.9328,28.9162,7.2754,5.737,25.2288,8.5414,8.532,0.4585,0.7622,0.621,0.4631,0.3815,2.9406,0.9591,1.1275,1.0353,3.2371,1.382,1.1973,1.4302,3.7139,3.7295,3.8718,3.3525,10.205,2.0272,2.0456,2.0261,2.0607,2.0453,6.3698,12.4975,4.1674,4.1127,4.2175,9.8459,1.9764,1.9367,1.9737,1.9882,1.9708,1.599,1.4834,1.6454,0.3369,0.066,0.0426,0.0904,0.0517,1.5276,1.6594,1.5372,0.318,0.0579,0.0638,0.0461,-120.36,21
YOCPUD,63.14,0,156.71,2.21,10.23,14.61,24.1,14.1,8.4,844.31,-3.043,-2.0826,2.06,2.12,0.03,-0.03,1.93,3.11,2.22,79.5,88.22,96.23,0.2938,-0.3206,-0.1546,0.1334,-0.598,-0.5922,2.106,2.6203,3.411,1.3595,1.9145,1.9275,28.9177,7.265,5.7479,25.2204,8.5465,8.54,0.4751,0.7574,0.6191,0.4707,0.4083,2.9408,1.0101,1.101,1.0086,3.2375,1.2739,1.2802,1.4519,3.714,3.4607,3.9088,3.5804,10.2027,2.0264,2.0905,2.0194,2.042,2.0245,6.3577,12.5063,4.1572,4.1407,4.2084,9.8422,1.9659,1.9575,1.9591,1.9744,1.9853,1.5551,1.4728,1.6892,0.3505,0.0618,0.0448,0.0956,0.0471,1.5542,1.6644,1.497,0.3401,0.0451,0.0565,0.0457,-126.42,21
BEDGIA,85.61,-1.61,188.18,3.84,8.71,10.1,31.8,28.6,23.9,805.4,-3.9167,-2.8845,1.93,2.02,0.07,0.01,1.95,3.12,2.33,79.63,87.62,100.66,0.2103,-0.2706,-0.1036,0.1203,0.0306,-0.5348,2.5751,2.6678,3.5231,1.4402,3.2309,2.0704,28.9145,7.2152,5.7891,25.1847,6.8023,8.476,0.5667,0.692,0.5913,0.6506,0.4225,2.9371,0.9815,1.1396,0.9508,3.2413,1.3544,1.2225,1.3745,3.7341,3.4697,3.9097,3.5991,10.1672,2.0199,2.0654,2.0181,2.0438,2.02,6.3255,12.6556,4.2348,4.1943,4.2264,9.8086,1.9334,1.9264,1.9923,1.9631,1.9935,1.1947,1.1294,1.3587,0.1293,0.0265,0.018,0.0228,0.0163,1.5453,1.5832,1.5099,0.3934,0.0543,0.0784,0.0509,-288.5,21
ZITPAT,63.32,-0.16,157.21,2.93,8.83,16.74,24.1,14.1,8.5,864.64,-3.1118,-2.3493,2.06,2.1,0.02,-0.02,1.94,3.12,2.23,79.91,88.18,96.89,0.2904,-0.3158,-0.151,0.1303,-0.5968,-0.5901,2.1373,2.6237,3.4274,1.3696,1.917,1.933,28.9231,7.2658,5.7528,25.221,8.545,8.5419,0.49,0.7454,0.6148,0.4711,0.4255,2.9406,1.0044,1.1093,1.0023,3.2387,1.2872,1.2678,1.445,3.7145,3.4424,3.9131,3.5968,10.2028,2.0253,2.0903,2.0193,2.0439,2.0239,6.353,12.5146,4.1669,4.1373,4.2104,9.842,1.9637,1.9601,1.9657,1.9711,1.9813,1.5555,1.4757,1.6837,0.3514,0.0622,0.0471,0.0951,0.0467,1.5501,1.6599,1.504,0.3409,0.0468,0.0571,0.0459,-139.95,21
YOMQUP,63.94,-0.51,159,1.7,5.49,14.61,24.3,14.2,8.4,707.08,-3.184,-2.4283,2.04,2.08,0.03,-0.01,1.94,3.1,2.24,79.59,88.02,96.94,0.2928,-0.3084,-0.145,0.1282,-0.5982,-0.5908,2.2058,2.6271,3.412,1.3838,1.9216,1.9387,28.9276,7.2623,5.7487,25.218,8.5433,8.5406,0.5078,0.7299,0.6081,0.4855,0.4456,2.9404,0.9821,1.1249,1.0031,3.2395,1.32,1.2355,1.436,3.7159,3.4964,3.9191,3.5396,10.2008,2.0237,2.0866,2.018,2.0452,2.0272,6.3443,12.5277,4.1804,4.1328,4.2144,9.8352,1.9658,1.9298,1.9701,1.9806,1.9889,1.5558,1.4717,1.6859,0.3544,0.0613,0.0448,0.0971,0.0466,1.5496,1.6671,1.4954,0.344,0.0458,0.0553,0.0457,-164.99,21
BUBBAE,88.11,0.41,185.85,3.09,10.05,11.65,32.5,22.2,14.9,794.1,-2.966,-2.3105,2.04,2,-0.05,0.01,1.94,3.08,2.22,77.76,88.53,96.07,0.3293,-0.31,-0.1521,0.1132,-0.817,-0.6072,2.2642,2.6118,3.3938,1.2999,1.7679,2.0799,28.8322,7.2571,5.7507,25.2476,8.5582,8.4848,0.3998,0.7698,0.5919,0.4597,0.473,2.9391,1.0022,1.0711,1.0442,3.2377,1.2869,1.2632,1.4447,3.7167,3.4022,3.9086,3.6577,10.2016,2.0293,2.0845,2.0186,2.0485,2.0207,6.3134,12.5375,4.1672,4.1607,4.2097,9.8199,1.9779,1.9256,1.9852,1.9687,1.9624,1.7844,1.6643,1.3912,0.4091,0.0494,0.0909,0.1185,0.0479,1.6624,1.5591,1.4839,0.3765,0.0591,0.0714,0.0446,-145.15,21
KIZJAE,88.5,0.12,185.73,1.97,4.77,10.62,30.9,20.1,11.3,619.17,-2.0584,-1.1502,2.02,2.04,-0.01,-0.02,1.91,3.13,2.18,77.73,86.91,92.46,0.3214,-0.3434,-0.1832,0.0931,-0.8787,-0.8814,2.2301,2.6428,3.39,1.2322,1.7732,1.8055,28.8817,7.2623,5.7411,25.2943,8.5293,8.5047,0.3249,0.7997,0.6349,0.4859,0.4873,2.9421,1.0007,1.0863,1.0613,3.2305,1.3139,1.2592,1.4612,3.7139,3.5954,3.9068,3.4707,10.2201,2.025,2.0928,2.0214,2.0494,2.0314,6.347,12.5319,4.133,4.1805,4.2184,9.7998,1.9678,1.9294,1.9492,1.9668,1.9866,1.8081,1.6645,1.4055,0.433,0.0354,0.1003,0.1182,0.0506,1.7134,1.6029,1.5801,0.4092,0.0599,0.0605,0.0832,-65.7,21
GOVTAO,83.8,-2.73,184.37,4.2,8.53,10.93,29.3,23,18.9,875.16,-3.8544,-3.2223,2.07,1.89,0.01,0.08,1.95,3.06,2.32,78.15,87.89,98.05,0.3222,-0.2591,-0.1061,0.1327,-0.5872,-0.5901,2.3873,2.6732,3.4427,1.4496,2.0448,2.1508,28.8101,7.2114,5.767,25.1775,8.5177,8.5133,0.5758,0.6632,0.5739,0.3836,0.5145,2.9368,0.9877,1.0997,0.9866,3.242,1.3268,1.2449,1.3678,3.7295,3.4185,3.9198,3.6283,10.1712,2.0202,2.0632,2.0178,2.0516,2.0185,6.294,12.5855,4.199,4.1458,4.2407,9.7983,1.9688,1.9152,1.9775,1.9535,1.9832,1.5248,1.7096,1.4393,0.3861,0.0229,0.083,0.1134,0.0496,1.4847,1.6278,1.5232,0.4573,0.0533,0.0988,0.0553,-300.85,21
SAHDOV,79.21,1.22,180.47,1.7,8.9,8,34,26.5,20,744.44,-3.8996,-3.2664,2.07,2.01,-0.05,0,1.96,3.06,2.28,74.28,90.14,99.32,0.3461,-0.2825,-0.1206,0.0763,-0.5272,0.1624,2.2237,2.6538,3.4279,1.283,1.7875,2.9736,28.8295,7.26,5.7292,25.2476,8.401,6.9527,0.3307,0.7528,0.643,0.3402,0.5458,2.933,1.0543,1.0494,0.985,3.2409,1.2808,1.3098,1.3745,3.7439,3.7481,3.8624,3.4006,10.1687,2.0234,2.0333,2.0253,2.042,2.0448,6.3686,12.4845,4.1428,4.1483,4.1935,9.8007,1.9853,1.9693,1.8844,1.9888,1.9729,1.5055,1.7035,1.3352,0.4401,0.0635,0.0944,0.106,0.0797,1.2548,1.0791,1.2069,0.1286,0.0223,0.0206,0.0207,-300.31,21
AQEPES,86.84,1.25,186.91,1.55,5.47,14.73,28.9,16.9,9.3,703.7,-2.3853,-1.3765,2,1.96,-0.05,-0.04,1.95,3.11,2.24,79.39,85.91,92.4,0.2873,-0.3208,-0.1616,0.0741,-0.7541,-0.7076,2.3823,2.6316,3.3567,1.3271,1.8825,1.9492,28.9213,7.2431,5.7494,25.3011,8.5671,8.5297,0.4982,0.6743,0.5862,0.5213,0.5507,2.9462,0.9851,1.0956,1.0433,3.2415,1.3356,1.2162,1.4509,3.7152,3.4756,3.8619,3.6463,10.2267,2.0308,2.0987,2.0297,2.0446,2.0228,6.3119,12.5853,4.1801,4.174,4.2312,9.8155,1.9622,1.9438,1.9814,1.9603,1.9678,1.6725,1.7218,1.4216,0.3918,0.0279,0.0907,0.1149,0.0442,1.6125,1.602,1.557,0.4001,0.0435,0.0764,0.0457,-98.35,21
EROMAA01,84.51,-0.08,198,1.97,7.34,6.65,32.2,21.7,11.6,581.02,-3.0357,-1.7102,2.11,1.94,-0.05,0.02,1.95,3.12,2.2,79.43,88.43,95.95,0.1937,-0.3251,-0.1589,0.1475,-0.6012,-0.122,2.2092,2.6272,3.4498,1.3396,1.8978,3.2923,28.8681,7.2643,5.7681,25.2136,8.4608,7.0592,0.4109,0.7898,0.5883,0.3318,0.5516,2.9378,0.9867,1.105,1.0342,3.2377,1.3334,1.2157,1.4623,3.7104,3.4799,3.8809,3.5838,10.1975,2.0271,2.0785,2.0231,2.046,2.0229,6.3582,12.5982,4.1828,4.1641,4.2513,9.85,1.9768,1.9392,1.9841,1.9775,1.9724,1.5608,1.7033,1.4499,0.3566,0.0337,0.0675,0.1054,0.0467,1.2782,1.1777,1.4178,0.0965,0.0148,0.0123,0.0096,-128.73,21
PIVDOO,86.88,-1.81,202.2,1.84,7.15,10.37,32.6,23,14.4,711.82,-3.5538,-2.8744,1.95,1.94,0.03,0.01,1.95,3.11,2.26,79.23,87.58,98.3,0.2235,-0.2794,-0.1259,0.1387,-0.1429,-0.6215,2.6164,2.6653,3.4692,1.4042,3.2612,2.047,28.9416,7.2304,5.7767,25.19,7.0738,8.4576,0.4919,0.7415,0.5752,0.6062,0.5632,2.9374,0.9836,1.1066,1.0032,3.2421,1.3492,1.2119,1.3991,3.7254,3.4713,3.8714,3.6131,10.1801,2.0283,2.0643,2.024,2.043,2.0205,6.3253,12.6571,4.2078,4.193,4.2562,9.7942,1.9538,1.91,2,1.9576,1.9728,1.3095,1.1724,1.408,0.0923,0.0145,0.0111,0.0403,0.0092,1.4924,1.7327,1.4454,0.4311,0.0414,0.0859,0.0544,-224.37,21
BOSGOF,88.89,0.81,188.66,2.89,5.56,10.26,33.5,24,15.8,672.45,-2.2009,-1.2663,1.97,2,-0.04,-0.04,1.97,3.07,2.27,78.14,85.6,91.58,0.2925,-0.3097,-0.1595,0.0109,-0.8489,-0.8644,2.4237,2.6308,3.3075,1.2876,1.7999,1.7464,28.9325,7.2285,5.7576,25.3596,8.5205,8.519,0.5262,0.6148,0.5662,0.5278,0.5633,2.9508,1.0013,1.0666,1.0499,3.2456,1.2873,1.2662,1.4343,3.7217,3.4323,3.9074,3.6889,10.2388,2.0289,2.1149,2.0223,2.0491,2.0236,6.3258,12.587,4.1688,4.1883,4.23,9.7946,1.9633,1.9624,1.9547,1.962,1.9522,1.7716,1.5813,1.5011,0.446,0.052,0.0845,0.1362,0.0553,1.7517,1.6982,1.43,0.4239,0.0359,0.0895,0.0671,-120.07,21
MADDEE,104,-0.22,199.18,2.81,5.86,8.01,35,26.3,16.4,639.11,-2.7748,-1.5887,2.23,1.92,-0.15,-0.01,1.96,3.26,2.18,81.76,88.31,100.15,0.3247,-0.3267,-0.1722,0.1361,-0.6449,-0.8327,2.041,2.6186,3.5166,1.2824,1.971,1.8404,28.8365,7.2502,5.7939,25.237,8.5228,8.529,0.3411,0.8461,0.6014,0.1981,0.6103,2.9375,0.9848,1.1114,1.0434,3.2392,1.3443,1.215,1.4524,3.71,3.5919,3.8909,3.4666,10.2044,2.0216,2.0815,2.0217,2.0487,2.0309,6.3558,12.4996,4.1431,4.1171,4.2394,9.8199,1.9673,1.9428,1.9771,1.9792,1.9535,1.6085,1.5564,1.5409,0.4103,0.0699,0.073,0.1031,0.0515,1.7459,1.6758,1.4671,0.4066,0.0542,0.0936,0.048,-88.94,21
YIZDUH,80.76,0.37,211.69,1.99,9.85,6.91,31.7,24.4,16.5,757.73,-3.5892,-2.6592,1.95,2.24,0.02,-0.08,1.95,3.11,2.23,77.94,90.29,99.48,0.2379,-0.307,-0.1387,0.1274,-0.1066,-0.6031,2.1223,2.6403,3.4478,1.3138,3.3072,2.0304,28.8162,7.2687,5.7191,25.208,7.0992,8.4786,0.384,0.7758,0.6282,0.5587,0.2396,2.9367,1.0022,1.1053,0.9977,3.2383,1.2858,1.2769,1.4292,3.7275,3.5905,3.907,3.4699,10.1778,2.0231,2.0655,2.0173,2.0418,2.0301,6.3776,12.5493,4.1712,4.1661,4.2119,9.8352,1.9741,1.9488,1.9549,1.9791,1.9783,1.2798,1.2335,1.3316,0.0951,0.0154,0.0127,0.0194,0.0096,1.5148,1.6524,1.5343,0.3623,0.0347,0.0696,0.0423,-192.44,20.9
PUPHAK,63.31,-0.19,157.24,1.78,5.72,9.88,24.2,14.2,8.9,631.21,-3.1115,-2.1672,2.04,2.12,0.03,-0.03,1.94,3.11,2.23,79.78,88.07,96.65,0.2922,-0.3157,-0.1503,0.1309,-0.5909,-0.5859,2.1322,2.6247,3.4138,1.3726,1.9258,1.9368,28.92,7.2642,5.7479,25.2204,8.5444,8.5399,0.4958,0.7414,0.6153,0.4759,0.4087,2.9407,0.989,1.1163,1.0101,3.2386,1.3117,1.2412,1.4469,3.7144,3.4697,3.9212,3.5614,10.2023,2.0231,2.0909,2.0178,2.045,2.0255,6.3522,12.5137,4.1746,4.1236,4.2155,9.8419,1.9678,1.9426,1.9718,1.9772,1.9824,1.5528,1.4756,1.6817,0.3526,0.0601,0.0448,0.0977,0.0461,1.5448,1.6576,1.508,0.3391,0.0457,0.053,0.0446,-144.03,20.9
IRABIO,64.77,-1.71,162.93,3.43,6.04,10.46,24.2,16.7,13.4,722.11,-3.6765,-2.8626,2.03,1.99,0.03,0.06,1.94,3.13,2.34,80.15,85.93,99.67,0.2847,-0.2741,-0.104,0.0903,-0.5347,-0.5403,2.3239,2.6775,3.492,1.443,1.7682,1.7813,28.8297,7.2478,5.7845,25.2087,8.4094,8.4159,0.6042,0.6383,0.5862,0.4161,0.4413,2.9397,0.9818,1.1309,0.9588,3.2441,1.3458,1.2264,1.3803,3.734,3.4716,3.9177,3.607,10.1794,2.0193,2.0744,2.0185,2.0463,2.021,6.3316,12.5738,4.2127,4.1302,4.2308,9.8099,1.9628,1.9206,1.9836,1.9575,1.9854,1.6174,1.6181,1.3467,0.3879,0.0471,0.0798,0.1143,0.0525,1.5872,1.2959,1.687,0.4114,0.0807,0.0627,0.0561,-295.61,20.9
EJEXAT,85.25,-0.49,217.61,2.17,5.73,6.72,38.2,29.2,15.2,592.87,-3.4367,-1.958,1.95,1.99,0.01,-0.02,1.98,3.18,2.26,81.35,88.41,100.35,0.1008,-0.3019,-0.1348,0.1102,-0.1441,-0.1254,2.4776,2.6569,3.5054,1.3822,3.1414,3.1839,28.8877,7.2574,5.7839,25.2098,7.063,7.0397,0.462,0.7627,0.554,0.5615,0.4741,2.939,0.9759,1.1215,1.0037,3.2449,1.3511,1.1987,1.4309,3.7245,3.5218,3.8901,3.5634,10.19,2.0256,2.0734,2.0243,2.0423,2.0245,6.3706,12.6957,4.2147,4.2117,4.2694,9.8329,1.9679,1.9355,2.001,1.9722,1.9564,1.3071,1.1956,1.3949,0.0868,0.0119,0.0141,0.0317,0.0106,1.3244,1.2739,1.2704,0.0945,0.016,0.014,0.0111,-189.66,20.9
WETGAE,82.53,0.56,180.34,1.68,4.06,6.72,28.8,16.2,6.8,502.56,-2.8909,-1.3048,2.1,1.98,-0.06,0.01,1.95,3.14,2.18,79.07,88.65,95.62,0.1998,-0.3346,-0.1685,0.1425,-0.597,-0.3483,2.0466,2.6117,3.443,1.3012,1.9023,3.1283,28.8365,7.2643,5.764,25.215,8.4728,7.5412,0.3625,0.8178,0.6025,0.3288,0.4965,2.9374,0.9868,1.1113,1.0378,3.2368,1.3402,1.2118,1.4701,3.7105,3.5149,3.8788,3.5536,10.1997,2.0258,2.0806,2.0234,2.0454,2.0244,6.3767,12.5749,4.1656,4.1649,4.2445,9.8486,1.9754,1.9357,1.98,1.9821,1.9754,1.5592,1.6965,1.4588,0.3575,0.0339,0.0647,0.1049,0.0447,1.3903,1.2119,1.4517,0.0668,0.0074,0.0081,0.0067,-104.41,20.9
VIQWOI,86.21,-2.88,201.77,3.31,9.56,8.64,35.6,29.8,20.2,710.59,-4.0272,-3.6081,1.94,2.05,0.07,0.01,1.97,3.11,2.31,79.3,88.51,100.81,0.2758,-0.2524,-0.1051,0.1698,-0.5528,-0.0796,2.6179,2.6724,3.5203,1.5007,2.0539,3.1604,28.923,7.2155,5.7839,25.1305,8.4651,7.0885,0.5506,0.7207,0.5822,0.6201,0.4984,2.9348,0.9784,1.1323,0.963,3.2463,1.3515,1.2152,1.3619,3.7311,3.5351,3.8861,3.5093,10.1687,2.0241,2.0621,2.0204,2.0383,2.0239,6.3215,12.6217,4.2167,4.1693,4.2357,9.781,1.9608,1.8752,1.9963,1.983,1.9658,1.4939,1.6801,1.4629,0.4069,0.0365,0.0788,0.1258,0.0533,1.2265,1.1949,1.4286,0.091,0.0161,0.0101,0.0087,-316.02,20.9
BOYZEV,84.86,-1.78,185.14,1.77,7.75,11.04,28.6,17.6,11.8,696.42,-3.8104,-3.3642,1.99,1.97,0.05,-0.01,1.95,3.07,2.31,78.06,87.83,99.34,0.3328,-0.2573,-0.1072,0.1131,-0.5784,-0.6114,2.4893,2.674,3.4534,1.4229,2.0777,2.0317,28.855,7.2233,5.7649,25.1958,8.4744,8.5419,0.5464,0.6752,0.5854,0.481,0.5376,2.9367,0.991,1.1107,0.9731,3.242,1.3091,1.2566,1.371,3.7346,3.4572,3.9229,3.599,10.1732,2.0212,2.0697,2.017,2.0457,2.0198,6.2921,12.586,4.1912,4.1677,4.227,9.7891,1.9467,1.9083,1.976,1.9736,1.9845,1.5067,1.6205,1.5384,0.392,0.0432,0.081,0.1116,0.0481,1.532,1.7215,1.4376,0.3998,0.0255,0.0881,0.0481,-314.49,20.9
CORWUB10,60.96,-0.86,172.94,1.97,4.84,6.08,30.3,20.2,8.4,512.65,-3.0085,-1.4602,2.9,1.91,0.04,0.02,1.96,3.13,2.26,80.66,86.81,95.46,0.1226,-0.3287,-0.1447,0.0895,-0.179,-0.2581,2.0798,2.6485,3.4277,1.3864,1.8608,2.9229,28.8411,7.2718,5.7529,25.2434,16.4532,7.1966,0.5092,0.7047,0.5705,0.1531,0.5495,2.9435,0.9774,1.1056,1.0264,3.2443,1.3424,1.2138,1.4529,3.7213,3.5084,3.8963,3.581,10.2034,2.0245,2.0866,2.0229,2.0446,2.0249,6.458,12.574,4.2089,4.0884,4.2767,9.8455,1.986,1.9555,1.9705,1.9741,1.9593,3.5931,3.5398,3.4376,0.065,0.0087,0.0097,0.0288,0.0089,1.3667,1.209,1.4286,0.0897,0.0118,0.0094,0.0106,-145.84,20.9
UPAXAL,96.96,1.35,201.18,1.94,11.45,8.39,32.4,22.4,15,753.97,-3.1589,-2.5467,1.91,1.94,-0.04,-0.04,2,3.16,2.22,78.76,89.1,98.5,0.3743,-0.3026,-0.1466,0.1059,-0.6444,-0.7051,2.4046,2.5874,3.4534,1.2823,2.0402,1.9966,28.8085,7.2515,5.7645,25.2386,8.4506,8.5679,0.3717,0.7884,0.564,0.5179,0.5527,2.9373,0.9859,1.102,1.0253,3.2462,1.3573,1.1836,1.4403,3.7256,3.611,3.7493,3.623,10.1851,2.0363,2.0599,2.0367,2.0318,2.0204,6.2964,12.5475,4.1622,4.1641,4.2213,9.7818,1.9884,1.9725,1.9881,1.9587,1.8741,1.5406,1.6338,1.5166,0.4481,0.0671,0.0777,0.1199,0.0545,1.6232,1.672,1.4879,0.4051,0.0358,0.0887,0.0512,-158.57,20.9
UWAHUW,90.3,-0.42,188.95,3.16,4.94,8.02,34.4,23.7,14.1,601.97,-2.1344,-1.3906,2.02,1.99,-0.04,-0.02,1.95,3.1,2.34,78.38,83.4,89.22,0.2994,-0.3092,-0.1581,-0.0452,-0.8487,-0.8687,2.5691,2.6901,3.2809,1.2649,1.8023,1.8179,28.9627,7.2145,5.7613,25.4106,8.512,8.5167,0.5892,0.5014,0.6057,0.5483,0.5639,2.9595,0.983,1.0743,1.0548,3.2423,1.2977,1.2575,1.435,3.7359,3.513,3.9038,3.6555,10.237,2.0274,2.1217,2.025,2.0389,2.0241,6.3229,12.6054,4.1835,4.191,4.231,9.7723,1.9596,1.9315,1.9547,1.9784,1.9481,1.7459,1.6843,1.4219,0.4342,0.0432,0.0945,0.1175,0.0727,1.76,1.5723,1.5409,0.4284,0.0675,0.0604,0.0759,-94.89,20.9
HISRIM,63.95,-0.27,160.64,2.99,7.17,10.03,24.9,20.9,18.5,707.52,-3.1262,-2.1975,2.11,2.01,-0.05,0.05,1.94,3.06,2.24,78.53,88,94.91,0.2863,-0.3089,-0.1439,0.1228,-0.5845,-0.5912,2.1883,2.6262,3.3945,1.3745,1.906,1.9671,28.9875,7.2518,5.7482,25.2279,8.527,8.5648,0.5227,0.7117,0.6063,0.3913,0.5682,2.9404,0.9834,1.0949,1.031,3.2384,1.3232,1.2261,1.4442,3.7155,3.4673,3.8902,3.6021,10.2021,2.028,2.085,2.0221,2.0452,2.0219,6.3455,12.5279,4.1814,4.1219,4.2247,9.8403,1.9724,1.9459,1.976,1.9757,1.9702,1.5357,1.63,1.5036,0.3874,0.0618,0.055,0.1095,0.0513,1.5624,1.4744,1.6741,0.3594,0.0601,0.0462,0.0479,-161.92,20.9
ZILHAG,89.09,0.5,187.8,2.98,4.81,8.63,33.8,23.3,12.9,590.61,-2.0891,-1.3191,2.01,2,-0.01,-0.02,1.93,3.12,2.31,79,83.89,90,0.3042,-0.3182,-0.1653,-0.0286,-0.8941,-0.8775,2.5528,2.6957,3.3034,1.2591,1.7914,1.7138,28.9291,7.2281,5.7574,25.4045,8.5151,8.5428,0.5455,0.531,0.6201,0.5072,0.5692,2.9573,0.9725,1.0844,1.0639,3.2388,1.3161,1.2386,1.4474,3.7321,3.5633,3.8934,3.5995,10.2403,2.0277,2.1173,2.0266,2.0404,2.0283,6.3213,12.597,4.1807,4.1849,4.2314,9.7774,1.9636,1.9042,1.9565,1.9868,1.9663,1.7835,1.6847,1.42,0.4412,0.0486,0.0914,0.118,0.0659,1.7812,1.5493,1.5387,0.4386,0.0757,0.0621,0.0659,-82.67,20.9
